"airline","flight","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"Air_India","AI-442","Mumbai","Afternoon","one","Afternoon","Chennai","Economy",21.08,19,4732
"Air_India","AI-748","Bangalore","Late_Night","one","Morning","Delhi","Economy",6.58,39,5906
"Vistara","UK-820","Bangalore","Evening","one","Night","Mumbai","Economy",6.08,47,6568
"AirAsia","I5-1321","Bangalore","Evening","zero","Night","Kolkata","Economy",2.58,21,3393
"Air_India","AI-763","Kolkata","Early_Morning","one","Evening","Hyderabad","Business",12.33,35,52063
"Vistara","UK-950","Mumbai","Night","one","Morning","Hyderabad","Economy",11.75,9,9879
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Mumbai","Economy",34.92,12,12499
"Air_India","AI-660","Mumbai","Evening","one","Night","Bangalore","Business",26.08,11,62549
"Vistara","UK-899","Delhi","Afternoon","one","Morning","Bangalore","Economy",18.08,40,3357
"Indigo","6E-5399","Bangalore","Afternoon","zero","Afternoon","Mumbai","Economy",1.75,49,2309
"Air_India","AI-465","Delhi","Evening","one","Night","Mumbai","Economy",6.25,7,14670
"Indigo","6E-562","Chennai","Evening","one","Night","Mumbai","Economy",6.42,47,1830
"Vistara","UK-846","Bangalore","Morning","one","Night","Delhi","Business",12.17,42,57081
"Indigo","6E-6205","Delhi","Afternoon","zero","Afternoon","Hyderabad","Economy",2.33,21,2098
"Air_India","AI-440","Chennai","Early_Morning","one","Evening","Mumbai","Business",13.83,38,49553
"Vistara","UK-659","Hyderabad","Morning","two_or_more","Night","Chennai","Economy",11.75,19,9265
"Air_India","AI-9547","Bangalore","Evening","one","Evening","Delhi","Economy",21.75,6,12739
"Air_India","AI-424","Kolkata","Afternoon","one","Morning","Chennai","Economy",19.42,27,4969
"Indigo","6E-793","Hyderabad","Evening","one","Night","Chennai","Economy",5.58,26,5603
"Indigo","6E-6865","Hyderabad","Early_Morning","zero","Early_Morning","Delhi","Economy",2.25,47,2278
"Vistara","UK-943","Delhi","Early_Morning","one","Afternoon","Hyderabad","Economy",4.75,29,6172
"Vistara","UK-822","Chennai","Morning","one","Evening","Delhi","Business",7.17,32,57920
"Vistara","UK-866","Bangalore","Night","one","Evening","Kolkata","Economy",22.25,24,6271
"Vistara","UK-846","Bangalore","Morning","zero","Morning","Mumbai","Business",1.75,41,20760
"Vistara","UK-846","Bangalore","Morning","one","Evening","Kolkata","Business",11.42,32,51817
"Vistara","UK-852","Bangalore","Morning","one","Evening","Chennai","Economy",10.42,23,4672
"Indigo","6E-886","Bangalore","Morning","one","Evening","Kolkata","Economy",9.92,5,10427
"Vistara","UK-996","Mumbai","Evening","one","Evening","Hyderabad","Economy",22.5,23,4779
"Vistara","UK-996","Mumbai","Evening","one","Night","Chennai","Business",25.75,26,64173
"Air_India","AI-640","Bangalore","Early_Morning","one","Night","Delhi","Economy",13.67,18,4609
"Vistara","UK-708","Kolkata","Night","zero","Night","Delhi","Economy",2.33,35,4001
"Air_India","AI-808","Bangalore","Night","one","Morning","Chennai","Business",11.92,27,60396
"Air_India","AI-673","Mumbai","Early_Morning","one","Afternoon","Delhi","Economy",6.75,35,7910
"GO_FIRST","G8-7543","Bangalore","Afternoon","one","Night","Delhi","Economy",9.92,13,7487
"Vistara","UK-870","Hyderabad","Night","one","Morning","Bangalore","Business",12.58,48,56702
"Indigo","6E-5308","Mumbai","Afternoon","one","Night","Bangalore","Economy",6.75,18,4284
"GO_FIRST","G8-2513","Delhi","Evening","one","Late_Night","Bangalore","Economy",7.5,5,7424
"Vistara","UK-846","Bangalore","Morning","one","Morning","Kolkata","Business",25.17,7,51817
"Vistara","UK-927","Delhi","Morning","one","Night","Bangalore","Economy",11.42,36,4496
"Air_India","AI-543","Hyderabad","Morning","one","Morning","Chennai","Business",21.58,23,51595
"Vistara","UK-880","Hyderabad","Afternoon","one","Night","Kolkata","Business",9.33,46,51819
"Vistara","UK-810","Bangalore","Early_Morning","one","Evening","Chennai","Business",9.33,44,60396
"Vistara","UK-738","Kolkata","Evening","one","Afternoon","Mumbai","Business",17.83,8,62591
"Air_India","AI-660","Mumbai","Evening","one","Afternoon","Kolkata","Economy",20.5,16,5817
"SpiceJet","SG-343","Mumbai","Morning","one","Afternoon","Delhi","Economy",5.75,41,3965
"Indigo","6E-5236","Mumbai","Early_Morning","one","Morning","Chennai","Economy",7.17,35,2730
"Indigo","6E-6017","Bangalore","Evening","one","Late_Night","Mumbai","Economy",6.08,7,10586
"Vistara","UK-838","Chennai","Night","one","Evening","Hyderabad","Economy",19.92,16,4716
"Air_India","AI-660","Mumbai","Evening","one","Morning","Hyderabad","Economy",17.92,25,4173
"Vistara","UK-737","Delhi","Afternoon","one","Night","Mumbai","Economy",7.58,39,7575
"Air_India","AI-525","Hyderabad","Early_Morning","one","Afternoon","Delhi","Business",6.92,5,47586
"Air_India","AI-636","Delhi","Afternoon","one","Night","Hyderabad","Business",7.08,37,39321
"Vistara","UK-774","Kolkata","Night","one","Evening","Delhi","Business",23.17,29,61583
"Air_India","AI-442","Mumbai","Afternoon","one","Morning","Chennai","Economy",17.33,36,4417
"Vistara","UK-860","Hyderabad","Early_Morning","one","Evening","Kolkata","Business",11.25,23,51819
"Indigo","6E-495","Chennai","Early_Morning","one","Afternoon","Mumbai","Economy",5.67,7,11657
"Air_India","AI-808","Bangalore","Night","one","Morning","Mumbai","Business",14.25,32,54684
"Air_India","AI-807","Delhi","Evening","one","Night","Hyderabad","Economy",26.92,48,5950
"Vistara","UK-708","Kolkata","Night","one","Evening","Hyderabad","Economy",20.58,25,5760
"SpiceJet","SG-388","Chennai","Evening","zero","Night","Kolkata","Economy",2.42,36,2673
"SpiceJet","SG-8702","Mumbai","Morning","one","Night","Kolkata","Economy",12.75,2,14211
"Vistara","UK-830","Hyderabad","Morning","one","Night","Mumbai","Economy",11.17,45,5060
"Air_India","AI-526","Kolkata","Evening","one","Morning","Bangalore","Economy",15.75,34,3948
"Air_India","AI-559","Hyderabad","Early_Morning","one","Night","Mumbai","Economy",15.67,33,4363
"Air_India","AI-660","Mumbai","Evening","one","Morning","Bangalore","Economy",14.92,27,6082
"Air_India","AI-402","Kolkata","Morning","one","Morning","Hyderabad","Business",24.08,36,52063
"GO_FIRST","G8-395","Bangalore","Morning","one","Evening","Delhi","Economy",8.42,22,4028
"Vistara","UK-878","Hyderabad","Afternoon","one","Night","Kolkata","Business",9.83,11,97045
"Air_India","AI-673","Mumbai","Early_Morning","one","Night","Hyderabad","Economy",13.33,24,6899
"Vistara","UK-846","Bangalore","Morning","one","Afternoon","Delhi","Economy",6,37,4111
"Air_India","AI-9876","Bangalore","Afternoon","one","Early_Morning","Chennai","Economy",16.75,32,3184
"GO_FIRST","G8-302","Chennai","Early_Morning","one","Evening","Bangalore","Economy",14.67,18,4612
"Air_India","AI-442","Mumbai","Afternoon","one","Morning","Hyderabad","Business",18.92,28,45693
"Air_India","AI-442","Mumbai","Afternoon","one","Afternoon","Chennai","Economy",21.08,7,9201
"Air_India","AI-525","Hyderabad","Early_Morning","zero","Morning","Kolkata","Economy",2.08,26,2080
"Vistara","UK-776","Kolkata","Evening","one","Morning","Delhi","Economy",14.5,26,6461
"Air_India","AI-501","Bangalore","Afternoon","one","Evening","Hyderabad","Business",6,39,56476
"GO_FIRST","G8-512","Kolkata","Early_Morning","zero","Early_Morning","Mumbai","Economy",2.83,48,4499
"GO_FIRST","G8-519","Kolkata","Evening","one","Early_Morning","Bangalore","Economy",14.17,42,6109
"Vistara","UK-850","Bangalore","Evening","one","Morning","Delhi","Business",12.17,29,42521
"Air_India","AI-505","Bangalore","Morning","one","Night","Kolkata","Business",11.92,2,62748
"Vistara","UK-846","Bangalore","Morning","one","Evening","Kolkata","Economy",11.42,27,6271
"Air_India","AI-442","Mumbai","Afternoon","one","Afternoon","Chennai","Economy",21.08,40,4417
"Air_India","AI-543","Hyderabad","Morning","one","Morning","Mumbai","Economy",22.83,40,4363
"Air_India","AI-678","Delhi","Morning","one","Evening","Bangalore","Economy",9.5,33,4230
"AirAsia","I5-974","Hyderabad","Night","one","Early_Morning","Mumbai","Economy",9.08,20,2250
"Indigo","6E-7348","Delhi","Afternoon","one","Night","Bangalore","Economy",8.58,48,5226
"Vistara","UK-824","Chennai","Night","one","Evening","Delhi","Economy",23.42,44,7338
"Air_India","AI-877","Delhi","Morning","one","Afternoon","Kolkata","Economy",25.5,31,4391
"Vistara","UK-988","Mumbai","Night","one","Evening","Kolkata","Business",21.17,18,63725
"Indigo","6E-6128","Kolkata","Early_Morning","one","Afternoon","Chennai","Economy",8.67,32,3015
"Air_India","AI-865","Delhi","Morning","zero","Afternoon","Mumbai","Economy",2.17,49,2476
"Air_India","AI-867","Mumbai","Night","one","Afternoon","Kolkata","Economy",15,24,4556
"Vistara","UK-996","Mumbai","Evening","one","Evening","Kolkata","Business",23.58,23,72237
"Vistara","UK-814","Bangalore","Night","zero","Night","Delhi","Business",2.58,30,40360
"Air_India","AI-840","Hyderabad","Night","zero","Night","Delhi","Economy",2.17,3,6553
"Indigo","6E-134","Kolkata","Night","one","Early_Morning","Hyderabad","Economy",7.75,43,3401
"SpiceJet","SG-349","Mumbai","Afternoon","one","Evening","Delhi","Economy",4.75,31,4569
"Vistara","UK-708","Kolkata","Night","zero","Night","Delhi","Business",2.33,28,28510
"Air_India","AI-774","Mumbai","Night","one","Night","Chennai","Economy",24.42,8,13818
"Vistara","UK-802","Bangalore","Evening","one","Evening","Hyderabad","Business",25,49,56588
"Vistara","UK-940","Mumbai","Evening","one","Morning","Chennai","Economy",14.17,29,4313
"SpiceJet","SG-415","Mumbai","Night","zero","Night","Bangalore","Economy",1.75,48,2126
"Vistara","UK-808","Bangalore","Early_Morning","one","Night","Hyderabad","Economy",14.92,45,6892
"Vistara","UK-988","Mumbai","Night","one","Morning","Kolkata","Business",11.67,7,79965
"Vistara","UK-826","Chennai","Afternoon","one","Early_Morning","Bangalore","Business",19.33,39,44144
"Vistara","UK-864","Bangalore","Evening","one","Evening","Chennai","Business",24.92,19,44280
"Vistara","UK-864","Bangalore","Evening","one","Morning","Chennai","Economy",16.83,35,4792
"Air_India","AI-489","Delhi","Evening","one","Afternoon","Kolkata","Economy",17.33,40,5930
"Air_India","AI-430","Chennai","Morning","one","Night","Hyderabad","Business",13.67,4,51345
"Air_India","AI-768","Kolkata","Afternoon","one","Night","Mumbai","Economy",6.67,33,5523
"SpiceJet","SG-480","Delhi","Evening","one","Afternoon","Chennai","Economy",19.42,22,4149
"Air_India","AI-766","Chennai","Morning","one","Night","Mumbai","Business",11.83,41,51057
"Vistara","UK-738","Kolkata","Evening","one","Morning","Mumbai","Economy",16.42,17,7971
"Vistara","UK-873","Mumbai","Early_Morning","zero","Early_Morning","Hyderabad","Economy",1.5,16,3450
"Vistara","UK-986","Mumbai","Night","one","Night","Chennai","Economy",21.5,6,11129
"Vistara","UK-879","Delhi","Evening","one","Morning","Mumbai","Business",16.33,39,41281
"Vistara","UK-706","Kolkata","Morning","one","Night","Hyderabad","Economy",10.67,28,9371
"Vistara","UK-985","Delhi","Evening","one","Evening","Kolkata","Economy",21,31,6821
"Air_India","AI-805","Delhi","Evening","one","Afternoon","Kolkata","Business",16.17,34,53209
"Vistara","UK-816","Bangalore","Morning","one","Evening","Kolkata","Business",6.58,42,60508
"Vistara","UK-988","Mumbai","Night","one","Afternoon","Hyderabad","Business",15.67,3,73581
"Indigo","6E-345","Kolkata","Morning","one","Evening","Chennai","Economy",10,18,6207
"Air_India","AI-9891","Hyderabad","Evening","two_or_more","Night","Mumbai","Economy",27.08,27,7496
"AirAsia","I5-1543","Hyderabad","Afternoon","one","Night","Mumbai","Economy",6.25,18,2250
"Vistara","UK-809","Delhi","Evening","one","Morning","Hyderabad","Economy",13.25,15,6412
"Air_India","AI-635","Mumbai","Early_Morning","one","Morning","Bangalore","Economy",25.83,44,6082
"Indigo","6E-2169","Delhi","Evening","zero","Night","Chennai","Economy",2.92,34,2637
"Air_India","AI-887","Delhi","Early_Morning","one","Night","Kolkata","Business",16.67,22,53209
"Vistara","UK-830","Hyderabad","Morning","one","Evening","Chennai","Economy",6,9,12658
"Air_India","AI-663","Mumbai","Afternoon","one","Night","Bangalore","Economy",9.08,27,6878
"Vistara","UK-836","Chennai","Morning","one","Night","Hyderabad","Business",12.17,31,51457
"Indigo","6E-591","Chennai","Morning","one","Night","Mumbai","Economy",8.92,31,1830
"Vistara","UK-836","Chennai","Morning","one","Evening","Hyderabad","Business",6.25,34,51457
"Vistara","UK-657","Bangalore","Morning","one","Night","Mumbai","Economy",8.58,26,14977
"SpiceJet","SG-8709","Delhi","Evening","zero","Night","Mumbai","Economy",2.33,47,2281
"Vistara","UK-945","Delhi","Morning","one","Evening","Bangalore","Economy",6.08,15,4496
"GO_FIRST","G8-118","Bangalore","Night","one","Afternoon","Hyderabad","Economy",16.75,29,4337
"Vistara","UK-822","Chennai","Morning","one","Early_Morning","Bangalore","Business",22.08,15,44144
"Air_India","AI-672","Chennai","Afternoon","one","Early_Morning","Bangalore","Economy",17,47,3584
"Indigo","6E-6721","Mumbai","Early_Morning","zero","Morning","Delhi","Economy",2.08,31,2339
"Vistara","UK-826","Chennai","Afternoon","one","Night","Delhi","Business",8.17,31,60160
"Vistara","UK-659","Hyderabad","Morning","one","Night","Mumbai","Economy",9.08,43,8378
"Air_India","AI-806","Mumbai","Early_Morning","zero","Morning","Delhi","Business",2.25,13,22140
"Air_India","AI-774","Mumbai","Night","zero","Night","Kolkata","Business",2.75,7,31436
"Air_India","AI-770","Kolkata","Night","one","Morning","Mumbai","Economy",13.67,38,5102
"Vistara","UK-860","Hyderabad","Early_Morning","one","Night","Bangalore","Economy",15.83,11,13372
"Vistara","UK-828","Chennai","Early_Morning","one","Early_Morning","Bangalore","Economy",24.83,47,4755
"Vistara","UK-836","Chennai","Morning","two_or_more","Night","Bangalore","Economy",10.17,24,7692
"Indigo","6E-932","Mumbai","Morning","one","Evening","Hyderabad","Economy",10.58,46,3220
"Air_India","AI-669","Mumbai","Morning","one","Evening","Delhi","Business",28.25,23,39847
"Air_India","AI-541","Hyderabad","Evening","zero","Evening","Delhi","Economy",2.25,46,2276
"Indigo","6E-6917","Kolkata","Afternoon","one","Night","Delhi","Economy",6.83,20,4663
"Vistara","UK-826","Chennai","Afternoon","one","Evening","Delhi","Economy",7.25,33,5606
"Air_India","AI-729","Kolkata","Morning","two_or_more","Night","Chennai","Business",13.75,38,70220
"Air_India","AI-525","Hyderabad","Early_Morning","one","Evening","Delhi","Business",12,44,47586
"Air_India","AI-441","Delhi","Evening","one","Evening","Bangalore","Economy",24.67,4,10680
"Indigo","6E-2338","Delhi","Afternoon","one","Night","Bangalore","Economy",8.33,22,6116
"Air_India","AI-763","Kolkata","Early_Morning","one","Night","Mumbai","Business",15.17,28,50271
"Air_India","AI-540","Delhi","Night","one","Morning","Hyderabad","Economy",13.25,24,3551
"AirAsia","I5-1782","Bangalore","Night","one","Late_Night","Delhi","Economy",5,43,3467
"Indigo","6E-2247","Delhi","Morning","one","Night","Chennai","Economy",11.08,5,7950
"Vistara","UK-873","Mumbai","Early_Morning","one","Morning","Delhi","Business",26.67,9,41269
"Air_India","AI-9881","Hyderabad","Afternoon","one","Late_Night","Delhi","Economy",14.42,44,6747
"GO_FIRST","G8-295","Kolkata","Early_Morning","one","Evening","Delhi","Economy",12,36,6294
"Air_India","AI-441","Delhi","Evening","one","Night","Hyderabad","Economy",27.75,38,4209
"Vistara","UK-814","Bangalore","Night","one","Evening","Kolkata","Economy",22.42,43,8112
"Vistara","UK-776","Kolkata","Evening","one","Morning","Chennai","Business",18.25,45,55502
"Vistara","UK-945","Delhi","Morning","one","Night","Chennai","Business",11.42,24,52392
"Vistara","UK-651","Mumbai","Evening","one","Evening","Bangalore","Business",26.17,17,48213
"Vistara","UK-890","Hyderabad","Evening","one","Evening","Chennai","Economy",22.67,7,11319
"Vistara","UK-975","Delhi","Early_Morning","one","Evening","Chennai","Economy",14.17,13,11625
"Air_India","AI-541","Hyderabad","Evening","zero","Evening","Delhi","Business",2.25,7,24122
"Vistara","UK-950","Mumbai","Night","one","Evening","Hyderabad","Business",19.08,5,58125
"Vistara","UK-871","Delhi","Night","one","Afternoon","Mumbai","Economy",17.92,28,5227
"Vistara","UK-854","Bangalore","Evening","one","Night","Chennai","Business",4.67,17,44280
"Air_India","AI-773","Kolkata","Evening","zero","Night","Mumbai","Business",2.83,15,31982
"Air_India","AI-459","Delhi","Early_Morning","one","Morning","Bangalore","Economy",6.75,47,6177
"Vistara","UK-902","Mumbai","Afternoon","one","Night","Bangalore","Business",7.58,47,66928
"Air_India","AI-672","Chennai","Afternoon","zero","Evening","Mumbai","Economy",2.17,47,1830
"Vistara","UK-706","Kolkata","Morning","two_or_more","Evening","Bangalore","Economy",9,30,12170
"Indigo","6E-136","Mumbai","Early_Morning","one","Morning","Bangalore","Economy",5.5,42,3017
"Air_India","AI-808","Bangalore","Night","one","Evening","Hyderabad","Economy",20.58,28,10090
"Indigo","6E-6467","Hyderabad","Afternoon","one","Night","Delhi","Economy",8.75,34,3397
"GO_FIRST","G8-2509","Delhi","Early_Morning","one","Afternoon","Mumbai","Economy",9.08,47,5087
"AirAsia","I5-548","Delhi","Early_Morning","one","Afternoon","Bangalore","Economy",7.58,18,3090
"Air_India","AI-888","Mumbai","Evening","zero","Night","Delhi","Economy",2.25,8,5943
"Indigo","6E-6215","Chennai","Evening","one","Night","Delhi","Economy",5.25,19,3209
"Air_India","AI-9885","Hyderabad","Morning","one","Night","Delhi","Economy",9.67,49,6167
"Air_India","AI-516","Bangalore","Early_Morning","two_or_more","Night","Mumbai","Economy",14,7,11545
"Vistara","UK-673","Delhi","Afternoon","two_or_more","Night","Chennai","Business",9.75,39,67601
"Vistara","UK-776","Kolkata","Evening","one","Night","Delhi","Economy",28,1,20808
"Air_India","AI-683","Mumbai","Night","one","Night","Bangalore","Economy",25.5,33,3885
"AirAsia","I5-942","Mumbai","Afternoon","one","Evening","Chennai","Economy",4.33,29,1890
"Vistara","UK-854","Bangalore","Evening","zero","Night","Mumbai","Economy",1.83,11,5179
"Air_India","AI-624","Delhi","Evening","one","Early_Morning","Chennai","Economy",12.33,15,4566
"SpiceJet","SG-3839","Kolkata","Evening","one","Afternoon","Hyderabad","Economy",18.5,30,6743
"SpiceJet","SG-8710","Mumbai","Night","one","Night","Kolkata","Economy",25.25,32,5818
"Vistara","UK-873","Mumbai","Early_Morning","two_or_more","Morning","Chennai","Economy",27.58,9,16353
"Vistara","UK-864","Bangalore","Evening","one","Morning","Chennai","Business",13.83,48,44280
"Vistara","UK-970","Mumbai","Morning","one","Evening","Hyderabad","Business",11.17,37,60365
"Vistara","UK-807","Delhi","Night","one","Morning","Mumbai","Business",13.58,8,53164
"Air_India","AI-465","Delhi","Evening","one","Night","Mumbai","Economy",6.25,20,5507
"Air_India","AI-765","Kolkata","Evening","one","Night","Delhi","Business",28.25,37,48079
"AirAsia","I5-1569","Mumbai","Night","one","Morning","Chennai","Economy",11.17,31,1890
"Indigo","6E-7224","Hyderabad","Evening","one","Night","Chennai","Economy",6.83,9,7902
"Vistara","UK-706","Kolkata","Morning","one","Afternoon","Hyderabad","Economy",26.33,46,5632
"Air_India","AI-678","Delhi","Morning","one","Night","Kolkata","Economy",14.67,32,5276
"Vistara","UK-812","Bangalore","Morning","one","Night","Mumbai","Economy",10.33,22,7212
"Indigo","6E-6113","Chennai","Afternoon","one","Night","Mumbai","Economy",8.75,16,3917
"Vistara","UK-738","Kolkata","Evening","one","Evening","Mumbai","Economy",22.92,35,6067
"GO_FIRST","G8-351","Mumbai","Morning","one","Night","Bangalore","Economy",13.58,13,5102
"Vistara","UK-812","Bangalore","Morning","one","Night","Mumbai","Business",12.25,33,74844
"Indigo","6E-199","Hyderabad","Early_Morning","zero","Early_Morning","Mumbai","Economy",1.5,26,3096
"AirAsia","I5-336","Mumbai","Night","one","Late_Night","Delhi","Economy",7.17,28,2336
"Air_India","AI-619","Mumbai","Night","one","Afternoon","Bangalore","Economy",18.08,15,6405
"SpiceJet","SG-3027","Bangalore","Early_Morning","one","Early_Morning","Mumbai","Economy",24.92,4,5177
"Vistara","UK-828","Chennai","Early_Morning","one","Night","Delhi","Business",16,33,65872
"Vistara","UK-981","Delhi","Night","one","Morning","Kolkata","Economy",12,49,6578
"Air_India","AI-660","Mumbai","Evening","one","Early_Morning","Chennai","Economy",14,21,5800
"Vistara","UK-774","Kolkata","Night","one","Early_Morning","Hyderabad","Business",11.25,6,53082
"Air_India","AI-573","Bangalore","Afternoon","one","Evening","Mumbai","Business",29,18,44863
"Air_India","AI-538","Chennai","Night","one","Night","Hyderabad","Business",27.25,3,55274
"Air_India","AI-809","Mumbai","Morning","one","Afternoon","Chennai","Economy",26.67,8,11627
"Vistara","UK-988","Mumbai","Night","one","Night","Chennai","Economy",23.33,42,4348
"Air_India","AI-543","Hyderabad","Morning","one","Morning","Mumbai","Economy",22.83,20,4783
"Indigo","6E-566","Kolkata","Night","one","Early_Morning","Bangalore","Economy",8.33,49,3860
"Vistara","UK-838","Chennai","Night","one","Morning","Kolkata","Economy",12.5,37,11803
"Indigo","6E-248","Mumbai","Night","zero","Late_Night","Delhi","Economy",2.08,34,2738
"AirAsia","I5-991","Kolkata","Evening","one","Early_Morning","Mumbai","Economy",15,34,3379
"Air_India","AI-811","Delhi","Evening","one","Afternoon","Mumbai","Economy",18.92,30,5231
"Vistara","UK-927","Delhi","Morning","one","Night","Chennai","Economy",13.58,16,4979
"Air_India","AI-559","Hyderabad","Early_Morning","one","Night","Mumbai","Economy",14.75,34,4783
"Vistara","UK-774","Kolkata","Night","one","Morning","Delhi","Economy",14.42,6,14259
"Air_India","AI-806","Mumbai","Early_Morning","one","Evening","Hyderabad","Business",11.33,23,45693
"Vistara","UK-822","Chennai","Morning","one","Night","Bangalore","Economy",13.08,28,4755
"Vistara","UK-864","Bangalore","Evening","one","Morning","Kolkata","Economy",14.67,5,13303
"Air_India","AI-764","Delhi","Evening","one","Night","Chennai","Economy",6.25,20,6414
"SpiceJet","SG-8158","Mumbai","Evening","one","Morning","Kolkata","Economy",13.67,26,5289
"SpiceJet","SG-3002","Delhi","Early_Morning","one","Night","Bangalore","Economy",15,16,5619
"Vistara","UK-706","Kolkata","Morning","zero","Afternoon","Delhi","Business",2.33,16,28510
"Air_India","AI-808","Bangalore","Night","one","Evening","Kolkata","Economy",20.58,15,12091
"Indigo","6E-5217","Mumbai","Evening","one","Night","Chennai","Economy",5.75,15,8411
"Vistara","UK-810","Bangalore","Early_Morning","one","Evening","Hyderabad","Business",12.92,30,56588
"GO_FIRST","G8-211","Delhi","Morning","one","Evening","Bangalore","Economy",7.42,14,7424
"Indigo","6E-6277","Hyderabad","Afternoon","one","Evening","Delhi","Economy",5.25,22,4964
"GO_FIRST","G8-399","Bangalore","Night","zero","Night","Mumbai","Economy",1.92,28,2201
"Air_India","AI-573","Kolkata","Evening","zero","Night","Bangalore","Economy",2.58,34,4388
"Vistara","UK-834","Chennai","Evening","one","Afternoon","Mumbai","Economy",21.83,23,5054
"Vistara","UK-993","Delhi","Afternoon","zero","Afternoon","Mumbai","Business",2.17,40,34472
"Vistara","UK-876","Hyderabad","Night","one","Evening","Delhi","Economy",19.33,20,5892
"Vistara","UK-996","Mumbai","Evening","one","Night","Chennai","Economy",25.75,8,12468
"Air_India","AI-864","Mumbai","Early_Morning","one","Night","Chennai","Business",16.58,30,49613
"GO_FIRST","G8-320","Bangalore","Evening","one","Early_Morning","Chennai","Economy",11.67,28,4687
"Vistara","UK-858","Bangalore","Early_Morning","one","Evening","Chennai","Business",13.25,7,44280
"Vistara","UK-996","Mumbai","Evening","one","Morning","Chennai","Business",15.42,5,64173
"Vistara","UK-772","Kolkata","Morning","one","Night","Delhi","Economy",12.58,15,13524
"Vistara","UK-836","Chennai","Morning","one","Night","Mumbai","Business",10,10,107216
"Indigo","6E-552","Delhi","Early_Morning","zero","Morning","Hyderabad","Economy",2.25,13,5955
"Vistara","UK-824","Chennai","Night","one","Evening","Kolkata","Business",23.42,29,54896
"AirAsia","I5-744","Delhi","Morning","one","Night","Chennai","Economy",12,18,1998
"Air_India","AI-651","Mumbai","Morning","one","Evening","Delhi","Economy",9.92,23,6699
"Vistara","UK-812","Delhi","Afternoon","two_or_more","Morning","Chennai","Economy",22.5,49,7610
"GO_FIRST","G8-345","Mumbai","Night","zero","Late_Night","Delhi","Economy",2.17,22,2339
"Indigo","6E-135","Kolkata","Morning","one","Evening","Mumbai","Economy",5.08,23,7959
"AirAsia","I5-1229","Chennai","Evening","one","Late_Night","Mumbai","Economy",8.5,30,1830
"AirAsia","I5-2461","Bangalore","Evening","zero","Evening","Chennai","Economy",1.17,20,1822
"Air_India","AI-9881","Hyderabad","Afternoon","one","Late_Night","Mumbai","Economy",10.92,41,4637
"Vistara","UK-879","Delhi","Evening","zero","Evening","Hyderabad","Business",2.25,23,24056
"Air_India","AI-439","Delhi","Early_Morning","one","Afternoon","Kolkata","Business",7.83,2,57074
"Vistara","UK-810","Bangalore","Early_Morning","one","Afternoon","Mumbai","Economy",8,44,6568
"Indigo","6E-121","Hyderabad","Early_Morning","one","Afternoon","Bangalore","Economy",8.67,45,1755
"Air_India","AI-685","Mumbai","Early_Morning","one","Night","Bangalore","Economy",17.42,12,8831
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Mumbai","Economy",11.5,21,4783
"Air_India","AI-766","Chennai","Early_Morning","one","Night","Mumbai","Economy",13.08,11,14283
"Indigo","6E-7201","Hyderabad","Early_Morning","one","Morning","Chennai","Economy",5.25,20,5220
"Indigo","6E-684","Bangalore","Night","one","Early_Morning","Kolkata","Economy",10,21,3867
"GO_FIRST","G8-2513","Delhi","Evening","one","Late_Night","Chennai","Economy",8.17,39,4506
"Vistara","UK-958","Mumbai","Afternoon","one","Night","Kolkata","Business",10.33,11,57677
"Air_India","AI-406","Delhi","Morning","one","Afternoon","Mumbai","Economy",5.42,33,5241
"Indigo","6E-6217","Chennai","Night","one","Early_Morning","Kolkata","Economy",7.33,27,4922
"SpiceJet","SG-143","Delhi","Evening","one","Early_Morning","Chennai","Economy",12.25,23,4149
"Indigo","6E-605","Chennai","Afternoon","one","Night","Mumbai","Economy",8.5,11,7982
"GO_FIRST","G8-336","Delhi","Afternoon","zero","Evening","Mumbai","Economy",2.25,40,2410
"AirAsia","I5-1782","Bangalore","Night","one","Late_Night","Delhi","Economy",5,49,2723
"Air_India","AI-403","Delhi","Afternoon","one","Evening","Mumbai","Business",6.33,37,29777
"Air_India","AI-867","Mumbai","Night","one","Afternoon","Kolkata","Business",15,26,49725
"Vistara","UK-802","Bangalore","Evening","one","Afternoon","Mumbai","Economy",17.75,1,11919
"Air_India","AI-441","Delhi","Evening","one","Morning","Bangalore","Economy",17.33,33,4230
"Indigo","6E-5398","Mumbai","Morning","one","Evening","Chennai","Economy",8,43,1890
"Air_India","AI-763","Kolkata","Early_Morning","two_or_more","Night","Mumbai","Economy",15.17,6,12054
"Vistara","UK-960","Mumbai","Morning","one","Evening","Kolkata","Economy",7.67,49,5949
"Vistara","UK-706","Kolkata","Morning","one","Night","Mumbai","Business",10,17,81284
"Air_India","AI-429","Delhi","Morning","one","Afternoon","Kolkata","Economy",28.08,34,4700
"GO_FIRST","G8-116","Bangalore","Early_Morning","one","Evening","Mumbai","Economy",9.25,39,6389
"SpiceJet","SG-3027","Bangalore","Early_Morning","one","Late_Night","Delhi","Economy",19.25,34,6423
"AirAsia","I5-821","Chennai","Night","one","Morning","Delhi","Economy",10.33,36,2477
"Air_India","AI-770","Kolkata","Night","one","Morning","Mumbai","Economy",14.75,44,5102
