Gender,Ages,Customer_Type,Class,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
Female,40_49,L,Business,0,0
Male,40_49,L,Business,10,1
Male,40_49,NL,Eco,0,0
Male,40_49,L,Business,1,2
Male,40_49,NL,Eco,0,19
Male,40_49,NL,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Business,25,23
Female,40_49,L,Business,0,0
Female,40_49,L,Business,124,111
Female,40_49,NL,Eco,0,0
Female,40_49,L,Business,18,16
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Female,40_49,L,Business,4,2
Male,40_49,L,Eco,0,0
Male,40_49,L,Business,0,4
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Male,40_49,L,Business,8,0
Female,40_49,NL,Business,4,22
Male,40_49,L,Business,11,8
Male,40_49,L,Business,23,26
Male,40_49,L,Eco,0,0
Female,40_49,NL,Business,7,0
Male,40_49,NL,Business,23,11
Female,40_49,L,Business,0,0
Female,40_49,L,Business,45,43
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,18
Female,40_49,L,Business,0,0
Male,40_49,L,Business,6,15
Female,40_49,L,Business,0,7
Male,40_49,L,Business,8,0
Female,40_49,L,Eco,3,0
Female,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Business,4,0
Male,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Female,40_49,L,Business,0,26
Male,40_49,L,Eco,0,4
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Female,40_49,L,Business,137,135
Male,40_49,L,Business,0,4
Female,40_49,L,Business,0,26
Female,40_49,L,Business,0,0
Male,40_49,L,Business,36,38
Male,40_49,L,Business,0,0
Male,40_49,L,Business,4,0
Male,40_49,L,Business,0,2
Male,40_49,L,Eco,0,0
Female,40_49,L,Eco,13,0
Female,40_49,L,Business,3,1
Male,40_49,L,Business,0,0
Female,40_49,L,Business,0,2
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Business,3,38
Male,40_49,L,Eco,4,1
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Female,40_49,NL,Business,2,0
Female,40_49,L,Business,0,0
Female,40_49,L,Business,6,19
Female,40_49,L,Business,0,0
Female,40_49,L,Business,0,4
Male,40_49,NL,Business,0,0
Female,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Male,40_49,NL,Business,25,22
Male,40_49,L,Business,29,31
Male,40_49,L,Eco,0,1
Male,40_49,L,Business,0,0
Male,40_49,L,Business,25,34
Male,40_49,L,Business,4,0
Male,40_49,L,Business,0,0
Female,40_49,L,Eco,0,0
Male,40_49,NL,Business,25,7
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,6
Female,40_49,L,Eco,5,14
Female,40_49,L,Business,0,0
Male,40_49,L,Business,4,0
Male,40_49,L,Business,0,0
Female,40_49,L,Eco,5,0
Female,40_49,NL,Business,0,0
Female,40_49,L,Business,16,19
Male,40_49,L,Business,3,5
Female,40_49,L,Business,0,0
Male,40_49,L,Business,0,34
Female,40_49,L,Business,14,0
Female,40_49,L,Eco,0,0
Male,40_49,L,Eco,77,74
Male,40_49,L,Business,0,11
Female,40_49,L,Business,2,0
Male,40_49,L,Business,21,1
Female,40_49,L,Business,0,0
Male,40_49,NL,Business,0,0
Female,40_49,L,Business,0,0
Female,40_49,L,Business,16,3
Female,40_49,L,Business,15,0
Male,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Eco,0,20
Female,40_49,L,Eco,0,0
Female,40_49,L,Eco,0,0
Male,40_49,L,Business,220,238
Female,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Business,15,0
Female,40_49,L,Business,7,0
Male,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Male,40_49,L,Eco,0,0
Female,40_49,L,Business,2,3
Female,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Male,40_49,L,Business,0,12
Female,40_49,L,Business,13,8
Male,40_49,L,Business,33,17
Male,40_49,L,Eco,0,0
Male,40_49,L,Business,16,42
Male,40_49,NL,Business,21,12
Female,40_49,L,Business,23,3
Male,40_49,L,Business,1,0
Male,40_49,L,Business,20,8
Female,40_49,L,Business,3,8
Male,40_49,L,Business,0,0
Male,40_49,L,Business,11,0
Female,40_49,L,Business,0,0
Male,40_49,L,Business,0,0
Male,40_49,L,Eco,0,0
Female,40_49,L,Eco,3,0
Female,40_49,NL,Business,88,79
Female,40_49,L,Business,0,0
Female,40_49,L,Eco,9,25
Male,40_49,L,Business,0,0
Female,40_49,L,Business,0,0
Male,40_49,L,Business,17,8
Male,40_49,L,Business,0,0
Female,40_49,NL,Business,2,0
Female,40_49,L,Business,0,0
Female,50_59,L,Business,14,1
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,4
Female,50_59,L,Business,0,0
Female,50_59,L,Business,25,20
Female,50_59,L,Business,3,5
Female,50_59,L,Eco,0,0
Male,50_59,L,Business,75,83
Male,50_59,NL,Business,0,0
Female,50_59,L,Eco,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,15,11
Female,50_59,L,Business,0,1
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,13,0
Male,50_59,L,Eco,68,63
Male,50_59,L,Business,24,11
Female,50_59,L,Business,0,0
Female,50_59,L,Eco,0,8
Male,50_59,L,Business,52,66
Male,50_59,L,Business,61,78
Male,50_59,L,Business,0,0
Female,50_59,L,Eco,17,7
Male,50_59,L,Business,0,0
Female,50_59,L,Eco,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,32,15
Male,50_59,L,Business,187,187
Male,50_59,L,Business,0,11
Female,50_59,L,Business,0,0
Male,50_59,L,Business,18,1
Male,50_59,L,Business,0,0
Male,50_59,L,Business,2,0
Female,50_59,L,Business,25,21
Female,50_59,L,Business,5,4
Female,50_59,L,Business,2,0
Male,50_59,L,Business,0,1
Female,50_59,L,Business,0,2
Male,50_59,L,Eco,0,0
Female,50_59,L,Business,0,2
Male,50_59,L,Business,9,13
Female,50_59,L,Eco,0,11
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,3
Female,50_59,L,Business,0,0
Male,50_59,L,Business,465,493
Female,50_59,L,Business,18,25
Male,50_59,L,Business,0,0
Male,50_59,L,Business,1,0
Female,50_59,NL,Eco,0,0
Male,50_59,L,Eco,0,0
Female,50_59,L,Eco,25,40
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,31,31
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,NL,Business,0,1
Male,50_59,L,Business,107,98
Female,50_59,L,Business,21,17
Female,50_59,L,Business,5,1
Female,50_59,L,Business,0,0
Male,50_59,L,Eco,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,5,0
Male,50_59,NL,Business,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Eco,0,4
Male,50_59,L,Business,0,0
Male,50_59,NL,Eco,16,15
Female,50_59,L,Business,0,0
Male,50_59,L,Eco,4,7
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,10,0
Male,50_59,L,Business,0,3
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,3
Female,50_59,L,Business,42,46
Male,50_59,L,Business,0,18
Male,50_59,L,Eco,73,55
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,32,18
Male,50_59,L,Business,33,24
Female,50_59,L,Eco,19,2
Female,50_59,L,Eco,0,0
Male,50_59,L,Eco,62,51
Male,50_59,L,Business,0,0
Female,50_59,L,Business,10,10
Female,50_59,L,Eco,0,0
Female,50_59,L,Business,0,3
Male,50_59,L,Business,0,0
Female,50_59,L,Eco,0,0
Male,50_59,NL,Eco,0,18
Female,50_59,NL,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,6
Male,50_59,L,Business,0,3
Male,50_59,L,Business,4,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,1
Male,50_59,L,Business,3,0
Female,50_59,L,Eco,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,25,20
Female,50_59,L,Business,7,0
Male,50_59,L,Business,0,21
Male,50_59,L,Business,0,3
Male,50_59,L,Business,7,23
Female,50_59,NL,Business,9,8
Male,50_59,L,Eco,0,0
Male,50_59,NL,Business,0,0
Male,50_59,L,Business,14,2
Male,50_59,L,Business,0,2
Female,50_59,L,Business,0,0
Male,50_59,L,Business,1,12
Female,50_59,L,Business,0,12
Male,50_59,NL,Eco,12,0
Male,50_59,L,Eco,0,0
Female,50_59,L,Business,20,13
Female,50_59,L,Business,33,38
Male,50_59,L,Business,12,11
Female,50_59,L,Business,25,17
Male,50_59,L,Business,0,0
Female,50_59,L,Eco,194,188
Male,50_59,L,Business,0,0
Male,50_59,L,Business,2,0
Female,50_59,L,Business,0,10
Female,50_59,L,Eco,0,0
Male,50_59,L,Business,9,15
Male,50_59,L,Business,49,30
Female,50_59,L,Eco,0,0
Female,50_59,L,Business,14,20
Female,50_59,L,Eco,0,0
Female,50_59,L,Business,1,0
Male,50_59,NL,Business,76,83
Female,50_59,L,Business,0,0
Female,50_59,L,Business,82,89
Female,50_59,L,Business,9,0
Male,50_59,L,Business,8,0
Female,50_59,L,Eco,0,0
Male,50_59,L,Business,13,2
Female,50_59,L,Business,7,3
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Eco,0,2
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,1
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Male,50_59,L,Eco,0,0
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,13
Male,50_59,NL,Business,0,0
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,5
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,1,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,4
Male,50_59,L,Business,0,0
Female,50_59,L,Eco,120,122
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,11,2
Male,50_59,L,Eco,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,3
Male,50_59,L,Business,8,14
Male,50_59,L,Business,0,7
Female,50_59,L,Business,9,3
Female,50_59,L,Business,0,0
Male,50_59,L,Eco,0,8
Male,50_59,L,Business,0,0
Male,50_59,NL,Business,0,0
Female,50_59,L,Eco,0,0
Female,50_59,L,Business,0,0
Male,50_59,L,Business,68,81
Male,50_59,NL,Eco,0,0
Female,50_59,L,Business,0,17
Male,50_59,L,Business,14,14
Female,50_59,L,Business,11,34
Female,50_59,L,Business,2,0
Female,50_59,L,Business,26,37
Male,50_59,L,Business,0,0
Male,50_59,L,Eco,0,0
Male,50_59,L,Business,77,68
Female,50_59,L,Business,1,0
Female,50_59,L,Business,0,0
Male,50_59,L,Eco,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,15,31
Female,50_59,L,Business,60,70
Male,50_59,L,Business,11,13
Male,50_59,L,Business,5,0
Female,50_59,L,Business,0,0
Male,50_59,L,Business,12,23
Male,50_59,L,Business,0,0
Female,50_59,L,Business,68,69
Male,50_59,L,Business,0,0
Male,50_59,L,Business,54,43
Female,50_59,L,Business,5,0
Male,50_59,L,Business,67,80
Male,50_59,L,Business,0,0
Female,50_59,NL,Business,0,0
Male,50_59,L,Business,0,10
Male,50_59,L,Business,0,0
Male,50_59,L,Business,10,8
Female,50_59,L,Eco,0,0
Female,50_59,L,Business,88,84
Male,50_59,L,Business,0,4
Male,50_59,L,Business,0,0
Female,50_59,NL,Business,0,0
Male,50_59,L,Business,0,20
Female,50_59,L,Business,9,2
Male,50_59,L,Business,0,3
Male,50_59,NL,Business,8,8
Male,50_59,L,Eco,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,6,2
Male,50_59,L,Business,0,0
Female,50_59,L,Business,12,0
Male,50_59,L,Eco,0,0
Male,50_59,L,Business,6,3
Male,50_59,L,Business,0,0
Female,50_59,NL,Business,0,0
Male,50_59,L,Business,6,0
Female,50_59,L,Business,0,0
Female,50_59,NL,Business,5,3
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,67,65
Male,50_59,L,Business,11,17
Female,50_59,L,Business,0,0
Male,50_59,L,Business,47,51
Female,50_59,L,Business,5,1
Female,50_59,L,Business,0,0
Female,50_59,L,Business,5,14
Female,50_59,L,Business,167,151
Male,50_59,L,Business,0,6
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,4,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,6
Female,50_59,L,Business,151,138
Male,50_59,L,Eco,25,15
Female,50_59,L,Eco,18,18
Female,50_59,L,Business,0,0
Male,50_59,L,Business,9,3
Female,50_59,L,Business,0,27
Female,50_59,L,Business,0,0
Female,50_59,L,Business,19,15
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,1,3
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Male,50_59,L,Business,9,1
Male,50_59,L,Business,10,2
Male,50_59,NL,Business,0,3
Male,50_59,L,Eco,0,0
Male,50_59,L,Business,7,9
Male,50_59,L,Business,89,80
Female,50_59,L,Business,18,16
Female,50_59,L,Business,12,12
Female,50_59,L,Business,131,125
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,4
Male,50_59,NL,Business,11,0
Female,50_59,L,Business,25,18
Male,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,1,0
Male,50_59,L,Business,3,0
Female,50_59,L,Business,8,0
Male,50_59,L,Business,10,0
Male,50_59,L,Eco,0,0
Female,50_59,L,Business,9,12
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Female,50_59,L,Business,7,26
Male,50_59,L,Business,51,36
Female,50_59,L,Business,0,0
Female,50_59,L,Business,8,0
Female,50_59,L,Business,5,0
Male,50_59,L,Business,11,6
Female,50_59,NL,Eco,0,0
Male,50_59,L,Business,5,5
Female,50_59,L,Business,7,3
Male,50_59,L,Business,8,0
Female,50_59,L,Business,0,0
Male,50_59,L,Business,9,4
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,7
Female,50_59,L,Business,0,0
Male,50_59,L,Business,3,0
Male,50_59,L,Business,0,0
Female,50_59,L,Business,0,0
Male,50_59,L,Business,0,0
Male,50_59,L,Business,13,8
Female,50_59,NL,Business,0,0
Female,50_59,L,Business,9,12
Male,50_59,L,Business,6,0
Male,"[40, 50)",L,Business,61,60
Male,"[40, 50)",L,Business,2,0
Female,"[40, 50)",L,Business,2,9
Female,"[40, 50)",L,Business,38,39
Male,"[40, 50)",L,Business,11,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,2
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,1
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,1,0
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Eco,18,9
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,101,92
Female,"[40, 50)",L,Business,0,4
Female,"[40, 50)",L,Business,4,3
Female,"[40, 50)",L,Business,17,41
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,17,0
Male,"[40, 50)",L,Business,15,12
Male,"[40, 50)",L,Business,0,4
Female,"[40, 50)",L,Business,60,45
Male,"[40, 50)",NL,Eco,0,8
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,12
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,2
Female,"[40, 50)",L,Business,50,31
Female,"[40, 50)",L,Business,44,29
Male,"[40, 50)",L,Business,3,0
Female,"[40, 50)",L,Business,68,58
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,9
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,24,11
Female,"[40, 50)",NL,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,7,22
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",NL,Eco,0,2
Male,"[40, 50)",L,Business,27,37
Female,"[40, 50)",L,Eco,6,14
Female,"[40, 50)",L,Business,15,0
Female,"[40, 50)",L,Business,39,33
Male,"[40, 50)",L,Eco,12,21
Female,"[40, 50)",L,Business,1,17
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,50,27
Female,"[40, 50)",L,Business,1,0
Female,"[40, 50)",L,Business,43,57
Female,"[40, 50)",L,Eco,4,13
Female,"[40, 50)",L,Business,2,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,19
Female,"[40, 50)",L,Business,3,8
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,182,221
Male,"[40, 50)",L,Business,35,38
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,10,1
Male,"[40, 50)",L,Business,4,3
Male,"[40, 50)",L,Business,0,7
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,12,10
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,37,44
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,6
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,12,10
Male,"[40, 50)",L,Eco,0,11
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,3,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,51,51
Female,"[40, 50)",L,Business,14,0
Female,"[40, 50)",L,Business,13,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,4
Male,"[40, 50)",L,Business,0,7
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,12,0
Female,"[40, 50)",L,Business,26,10
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,24,25
Male,"[40, 50)",L,Business,8,3
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,7,7
Male,"[40, 50)",L,Business,0,4
Female,"[40, 50)",L,Business,17,25
Male,"[40, 50)",L,Business,0,10
Male,"[40, 50)",L,Business,41,56
Male,"[40, 50)",L,Business,16,5
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,21,13
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,215,221
Female,"[40, 50)",L,Business,14,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,30,41
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,7,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,5
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,14,22
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,8,57
Female,"[40, 50)",L,Business,0,25
Female,"[40, 50)",L,Business,20,6
Female,"[40, 50)",L,Eco,9,0
Male,"[40, 50)",L,Business,25,25
Female,"[40, 50)",L,Business,4,0
Female,"[40, 50)",L,Business,6,9
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,150,128
Male,"[40, 50)",L,Business,0,1
Female,"[40, 50)",L,Business,74,74
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,46,108
Male,"[40, 50)",L,Business,9,0
Female,"[40, 50)",NL,Business,3,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,7,20
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,3,16
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,18,14
Female,"[40, 50)",L,Business,13,7
Male,"[40, 50)",L,Business,28,22
Female,"[40, 50)",L,Eco,0,2
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,2
Female,"[40, 50)",NL,Business,5,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,50,38
Female,"[40, 50)",L,Eco,117,100
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,1,0
Female,"[40, 50)",L,Business,0,13
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",NL,Business,0,5
Male,"[40, 50)",L,Business,0,12
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,10
Female,"[40, 50)",L,Business,0,6
Male,"[40, 50)",L,Business,18,7
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,21,19
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,20,26
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,5,3
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",NL,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,111,115
Female,"[40, 50)",L,Business,72,113
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,8,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,13
Male,"[40, 50)",L,Business,167,159
Male,"[40, 50)",L,Business,10,9
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,36,30
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,27
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,5,0
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,8,0
Male,"[40, 50)",L,Business,10,13
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,61,123
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,11,1
Male,"[40, 50)",L,Business,18,5
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",NL,Business,1,0
Male,"[40, 50)",NL,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Eco,9,0
Female,"[40, 50)",L,Business,1,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,22,16
Female,"[40, 50)",L,Business,7,0
Female,"[40, 50)",L,Business,57,58
Male,"[40, 50)",L,Business,0,1
Male,"[40, 50)",L,Business,0,3
Female,"[40, 50)",L,Business,0,6
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,8,11
Female,"[40, 50)",L,Eco,6,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,3
Male,"[40, 50)",L,Business,10,0
Female,"[40, 50)",NL,Business,8,12
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,19,12
Female,"[40, 50)",L,Business,13,13
Male,"[40, 50)",NL,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,1,8
Female,"[40, 50)",L,Business,24,26
Male,"[40, 50)",L,Business,11,13
Female,"[40, 50)",L,Business,126,115
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,34,36
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,8,5
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,1
Female,"[40, 50)",L,Business,0,2
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,30,12
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,13,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",NL,Business,132,124
Female,"[40, 50)",L,Eco,1,0
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,4,0
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Eco,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,11,8
Male,"[40, 50)",L,Eco,11,11
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,5
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,27,26
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,4,0
Male,"[40, 50)",L,Eco,0,0
Male,"[40, 50)",L,Business,2,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Female,"[40, 50)",L,Business,0,0
Male,"[40, 50)",L,Business,0,0
