관할서명,서센터명,화재구분,접수일시,상황종료일시
조치원소방서,전의119안전센터,기타화재,2014-03-11 20:35,2014-03-11 21:18
조치원소방서,전의119안전센터,일반화재(주택),2014-03-11 21:04,2014-03-11 22:28
세종소방본부,한솔119안전센터,일반화재(주택),2014-01-27 18:25,2014-01-27 20:10
세종소방본부,한솔119안전센터,기타화재,2014-01-28 7:12,2014-01-28 7:42
조치원소방서,조치원119안전센터,대형화재,2014-02-07 17:24,2014-02-07 18:39
세종소방본부,아름119안전센터,기타화재,2014-02-23 16:09,2014-02-23 16:37
세종소방본부,아름119안전센터,산불,2014-02-23 15:57,2014-02-23 23:41
조치원소방서,부강119안전센터,산불,2014-03-12 6:49,2014-03-12 12:15
세종소방본부,한솔119안전센터,기타화재,2014-01-17 20:58,2014-01-17 22:41
조치원소방서,조치원119안전센터,기타화재,2014-02-24 14:16,2014-02-24 14:50
조치원소방서,조치원119안전센터,기타화재,2014-02-24 15:16,2014-02-24 17:14
세종소방본부,한솔119안전센터,산불,2014-02-24 15:47,2014-02-24 17:36
조치원소방서,전의119안전센터,기타화재,2014-02-24 17:00,2014-02-24 19:03
조치원소방서,조치원119안전센터,일반화재(주택),2014-02-24 18:23,2014-02-24 18:42
세종소방본부,아름119안전센터,산불,2014-02-24 20:21,2014-02-24 21:14
조치원소방서,조치원119안전센터,일반화재(주택),2014-03-12 22:20,2014-03-13 0:25
조치원소방서,전의119안전센터,일반화재(주택),2014-01-19 12:43,2014-01-19 14:27
조치원소방서,전의119안전센터,기타화재,2014-01-19 12:48,2014-01-19 13:29
조치원소방서,부강119안전센터,기타화재,2014-01-19 15:58,2014-01-19 16:34
조치원소방서,조치원119안전센터,기타화재,2014-01-19 17:42,2014-01-19 17:43
세종소방본부,아름119안전센터,기타화재,2014-02-09 15:21,2014-02-09 16:47
조치원소방서,조치원119안전센터,기타화재,2014-02-25 11:34,2014-02-25 12:16
세종소방본부,한솔119안전센터,기타화재,2014-02-25 13:47,2014-02-25 15:53
조치원소방서,조치원119안전센터,기타화재,2014-03-13 18:40,2014-03-13 19:14
조치원소방서,조치원119안전센터,기타화재,2014-02-11 9:50,2014-02-11 10:35
조치원소방서,전의119안전센터,기타화재,2014-02-26 17:45,2014-02-26 18:05
조치원소방서,전의119안전센터,산불,2014-02-26 18:07,2014-02-26 18:34
조치원소방서,부강119안전센터,기타화재,2014-03-15 10:48,2014-03-15 11:48
조치원소방서,조치원119안전센터,기타화재,2014-02-11 15:55,2014-02-11 16:35
조치원소방서,부강119안전센터,산불,2014-02-12 14:00,2014-02-12 14:03
조치원소방서,전의119안전센터,산불,2014-02-26 19:28,2014-02-26 19:54
조치원소방서,조치원119안전센터,기타화재,2014-02-27 11:02,2014-02-27 11:58
조치원소방서,조치원119안전센터,기타화재,2014-02-27 14:38,2014-02-27 18:23
조치원소방서,부강119안전센터,산불,2014-02-27 15:01,2014-02-27 16:32
조치원소방서,조치원119안전센터,산불,2014-03-15 14:46,2014-03-15 16:08
조치원소방서,조치원119안전센터,기타화재,2014-03-15 18:52,2014-03-15 19:56
세종소방본부,한솔119안전센터,기타화재,2014-03-16 8:31,2014-03-16 15:08
세종소방본부,아름119안전센터,기타화재,2014-02-12 19:06,2014-02-12 20:28
세종소방본부,아름119안전센터,일반화재(주택),2014-02-13 8:53,2014-02-13 9:38
세종소방본부,한솔119안전센터,기타화재,2014-02-28 7:38,2014-02-28 8:42
세종소방본부,한솔119안전센터,산불,2014-02-28 11:59,2014-02-28 15:02
세종소방본부,아름119안전센터,산불,2014-02-28 13:01,2014-02-28 14:39
조치원소방서,전의119안전센터,기타화재,2014-02-28 14:35,2014-02-28 14:58
조치원소방서,부강119안전센터,기타화재,2014-02-28 19:56,2014-02-28 20:45
조치원소방서,조치원119안전센터,기타화재,2014-02-28 21:47,2014-02-28 22:37
조치원소방서,전의119안전센터,일반화재(차량),2014-03-01 8:39,2014-03-01 9:07
세종소방본부,아름119안전센터,기타화재,2014-03-02 0:46,2014-03-02 2:45
조치원소방서,조치원119안전센터,기타화재,2014-03-02 4:35,2014-03-02 5:10
조치원소방서,조치원119안전센터,기타화재,2014-03-02 9:43,2014-03-02 10:11
조치원소방서,조치원119안전센터,일반화재(차량),2014-03-18 6:05,2014-03-18 6:32
세종소방본부,한솔119안전센터,기타화재,2014-01-29 18:29,2014-01-29 19:35
세종소방본부,한솔119안전센터,일반화재(주택),2014-02-15 15:11,2014-02-15 16:25
조치원소방서,전의119안전센터,일반화재(주택),2014-02-15 19:38,2014-02-15 20:50
조치원소방서,부강119안전센터,일반화재(주택),2014-02-16 16:56,2014-02-16 21:48
조치원소방서,부강119안전센터,기타화재,2014-03-02 15:44,2014-03-02 16:51
세종소방본부,아름119안전센터,산불,2014-03-02 15:34,2014-03-02 19:18
세종소방본부,아름119안전센터,산불,2014-03-02 19:12,2014-03-02 20:09
세종소방본부,한솔119안전센터,기타화재,2014-03-02 19:14,2014-03-02 20:11
조치원소방서,전의119안전센터,기타화재,2014-03-02 19:19,2014-03-02 21:40
조치원소방서,조치원119안전센터,산불,2014-03-03 6:32,2014-03-03 7:00
세종소방본부,한솔119안전센터,기타화재,2014-03-03 12:35,2014-03-03 13:12
세종소방본부,아름119안전센터,산불,2014-03-03 12:40,2014-03-03 17:54
세종소방본부,한솔119안전센터,기타화재,2014-03-06 12:41,2014-03-06 15:11
세종소방본부,한솔119안전센터,산불,2014-03-06 12:51,2014-03-06 15:12
조치원소방서,부강119안전센터,기타화재,2014-03-06 18:55,2014-03-06 19:42
조치원소방서,조치원119안전센터,고층화재,2014-03-03 13:05,2014-03-03 17:54
세종소방본부,한솔119안전센터,일반화재(주택),2014-03-03 13:21,2014-03-03 17:54
세종소방본부,아름119안전센터,대형화재,2014-03-03 14:26,2014-03-03 17:54
조치원소방서,부강119안전센터,산불,2014-03-03 14:08,2014-03-03 17:54
조치원소방서,전의119안전센터,기타화재,2014-03-03 15:16,2014-03-03 16:11
조치원소방서,부강119안전센터,일반화재(주택),2014-03-03 17:00,2014-03-03 19:29
세종소방본부,아름119안전센터,기타화재,2014-03-07 10:58,2014-03-07 14:38
조치원소방서,조치원119안전센터,기타화재,2014-03-07 11:04,2014-03-07 12:18
세종소방본부,한솔119안전센터,일반화재(주택),2014-03-07 11:07,2014-03-07 14:37
조치원소방서,전의119안전센터,기타화재,2014-01-31 4:32,2014-01-31 6:19
조치원소방서,전의119안전센터,일반화재(주택),2014-01-31 7:32,2014-01-31 8:19
조치원소방서,조치원119안전센터,기타화재,2014-02-17 17:37,2014-02-17 18:06
조치원소방서,전의119안전센터,일반화재(주택),2014-02-17 19:47,2014-02-18 0:08
조치원소방서,조치원119안전센터,기타화재,2014-02-18 11:51,2014-02-18 12:22
조치원소방서,전의119안전센터,기타화재,2014-03-21 14:00,2014-03-21 14:55
조치원소방서,부강119안전센터,기타화재,2014-03-23 14:30,2014-03-23 15:07
세종소방본부,아름119안전센터,산불,2014-03-23 16:03,2014-03-23 17:13
조치원소방서,조치원119안전센터,일반화재(주택),2014-03-24 1:09,2014-03-24 2:14
조치원소방서,부강119안전센터,기타화재,2014-04-05 10:32,2014-04-05 11:28
조치원소방서,조치원119안전센터,기타화재,2014-04-05 17:47,2014-04-05 18:18
세종소방본부,아름119안전센터,기타화재,2014-04-06 8:04,2014-04-06 9:18
세종소방본부,아름119안전센터,일반화재(차량),2014-05-02 21:28,2014-05-02 22:20
세종소방본부,아름119안전센터,일반화재(차량),2014-05-02 21:23,2014-05-02 23:27
조치원소방서,조치원119안전센터,기타화재,2014-03-24 15:11,2014-03-24 15:41
조치원소방서,부강119안전센터,산불,2014-04-06 15:23,2014-04-06 17:54
세종소방본부,한솔119안전센터,기타화재,2014-04-07 8:09,2014-04-07 8:43
세종소방본부,한솔119안전센터,고층화재,2014-05-04 8:01,2014-05-04 8:50
조치원소방서,전의119안전센터,일반화재(차량),2014-03-25 10:18,2014-03-25 14:13
조치원소방서,부강119안전센터,기타화재,2014-04-07 18:07,2014-04-07 19:17
조치원소방서,조치원119안전센터,기타화재,2014-04-20 17:10,2014-04-20 17:43
조치원소방서,조치원119안전센터,산불,2014-04-20 18:14,2014-04-20 19:20
세종소방본부,아름119안전센터,기타화재,2014-05-05 17:35,2014-05-05 18:46
조치원소방서,조치원119안전센터,기타화재,2014-03-25 21:45,2014-03-25 22:38
조치원소방서,전의119안전센터,기타화재,2014-04-08 15:58,2014-04-08 16:35
조치원소방서,부강119안전센터,산불,2014-04-09 6:19,2014-04-09 7:29
세종소방본부,아름119안전센터,기타화재,2014-04-21 17:43,2014-04-21 20:55
조치원소방서,전의119안전센터,일반화재(차량),2014-03-27 7:55,2014-03-27 8:31
조치원소방서,조치원119안전센터,일반화재(주택),2014-04-09 14:50,2014-04-09 17:05
세종소방본부,한솔119안전센터,기타화재,2014-04-09 15:35,2014-04-09 17:01
세종소방본부,한솔119안전센터,산불,2014-04-09 18:04,2014-04-09 18:29
세종소방본부,아름119안전센터,기타화재,2014-04-10 10:25,2014-04-10 11:11
세종소방본부,아름119안전센터,기타화재,2014-04-22 8:53,2014-04-22 9:28
조치원소방서,부강119안전센터,산불,2014-04-22 19:47,2014-04-22 21:04
세종소방본부,한솔119안전센터,기타화재,2014-05-07 13:17,2014-05-07 14:29
조치원소방서,조치원119안전센터,일반화재(주택),2014-03-27 15:00,2014-03-27 16:55
조치원소방서,조치원119안전센터,기타화재,2014-04-10 14:51,2014-04-10 15:59
조치원소방서,전의119안전센터,기타화재,2014-04-10 23:03,2014-04-11 0:10
조치원소방서,조치원119안전센터,산불,2014-04-11 8:11,2014-04-11 8:36
조치원소방서,부강119안전센터,기타화재,2014-04-11 14:18,2014-04-11 15:44
세종소방본부,아름119안전센터,기타화재,2014-03-28 13:24,2014-03-28 19:48
조치원소방서,전의119안전센터,산불,2014-03-28 19:29,2014-03-28 20:01
세종소방본부,아름119안전센터,기타화재,2014-03-29 0:09,2014-03-29 5:17
세종소방본부,아름119안전센터,기타화재,2014-04-11 20:03,2014-04-11 20:35
세종소방본부,아름119안전센터,일반화재(차량),2014-04-11 23:09,2014-04-12 0:11
조치원소방서,조치원119안전센터,기타화재,2014-04-12 6:55,2014-04-12 7:33
세종소방본부,아름119안전센터,일반화재(주택),2014-05-13 13:30,2014-05-13 16:15
조치원소방서,조치원119안전센터,기타화재,2014-03-30 0:27,2014-03-30 0:58
세종소방본부,아름119안전센터,기타화재,2014-04-12 20:23,2014-04-12 21:04
조치원소방서,부강119안전센터,일반화재(차량),2014-04-25 8:43,2014-04-25 10:35
조치원소방서,전의119안전센터,일반화재(차량),2014-04-13 15:00,2014-04-13 15:36
세종소방본부,한솔119안전센터,일반화재(주택),2014-04-13 16:43,2014-04-13 18:18
세종소방본부,아름119안전센터,기타화재,2014-04-13 19:17,2014-04-13 19:53
조치원소방서,전의119안전센터,일반화재(주택),2014-04-25 10:44,2014-04-25 12:27
조치원소방서,조치원119안전센터,기타화재,2014-04-25 14:01,2014-04-25 15:43
세종소방본부,아름119안전센터,기타화재,2014-04-25 17:33,2014-04-25 19:20
조치원소방서,조치원119안전센터,일반화재(차량),2014-04-26 3:22,2014-04-26 3:35
조치원소방서,부강119안전센터,기타화재,2014-05-10 20:37,2014-05-10 21:07
조치원소방서,조치원119안전센터,기타화재,2014-05-10 21:27,2014-05-10 21:48
조치원소방서,전의119안전센터,대형화재,2014-05-11 1:41,2014-05-11 8:40
조치원소방서,전의119안전센터,일반화재(주택),2014-03-23 14:21,2014-03-23 15:27
조치원소방서,조치원119안전센터,기타화재,2014-04-14 12:22,2014-04-14 13:31
세종소방본부,한솔119안전센터,일반화재(주택),2014-04-14 14:40,2014-04-14 17:30
조치원소방서,부강119안전센터,대형화재,2014-04-14 14:45,2014-04-14 17:29
세종소방본부,한솔119안전센터,산불,2014-04-27 4:19,2014-04-27 5:35
조치원소방서,전의119안전센터,대형화재,2014-05-14 5:23,2014-05-14 8:11
조치원소방서,전의119안전센터,기타화재,2014-04-01 14:23,2014-04-01 16:46
조치원소방서,전의119안전센터,산불,2014-04-01 17:02,2014-04-01 22:23
조치원소방서,부강119안전센터,대형화재,2014-04-15 18:52,2014-04-15 21:27
세종소방본부,한솔119안전센터,지하화재,2014-04-27 14:26,2014-04-27 16:45
세종소방본부,아름119안전센터,기타화재,2014-04-02 6:11,2014-04-02 7:25
조치원소방서,조치원119안전센터,일반화재(차량),2014-04-02 17:20,2014-04-02 18:16
조치원소방서,조치원119안전센터,기타화재,2014-04-16 14:45,2014-04-16 16:23
조치원소방서,전의119안전센터,기타화재,2014-04-16 15:32,2014-04-16 16:24
조치원소방서,조치원119안전센터,기타화재,2014-04-28 22:47,2014-04-29 0:29
세종소방본부,아름119안전센터,고층화재,2014-04-29 12:07,2014-04-29 12:49
조치원소방서,조치원119안전센터,대형화재,2014-04-29 13:16,2014-04-29 14:19
세종소방본부,아름119안전센터,기타화재,2014-05-11 13:54,2014-05-11 15:00
조치원소방서,조치원119안전센터,기타화재,2014-05-11 17:23,2014-05-11 18:20
세종소방본부,아름119안전센터,기타화재,2014-05-11 17:53,2014-05-11 19:50
조치원소방서,조치원119안전센터,기타화재,2014-04-02 22:41,2014-04-03 0:32
조치원소방서,조치원119안전센터,기타화재,2014-04-03 10:48,2014-04-03 11:17
세종소방본부,아름119안전센터,산불,2014-04-03 11:08,2014-04-03 12:32
조치원소방서,조치원119안전센터,일반화재(차량),2014-04-16 20:41,2014-04-16 21:11
조치원소방서,전의119안전센터,일반화재(주택),2014-05-06 12:22,2014-05-06 15:51
조치원소방서,조치원119안전센터,산불,2014-05-06 13:33,2014-05-06 15:51
조치원소방서,전의119안전센터,기타화재,2014-04-03 16:21,2014-04-03 20:11
세종소방본부,아름119안전센터,산불,2014-04-03 22:23,2014-04-04 0:10
세종소방본부,한솔119안전센터,기타화재,2014-03-21 17:49,2014-03-21 18:23
세종소방본부,한솔119안전센터,기타화재,2014-03-21 18:45,2014-03-21 21:22
조치원소방서,조치원119안전센터,기타화재,2014-03-21 19:36,2014-03-21 20:24
조치원소방서,전의119안전센터,기타화재,2014-03-22 6:46,2014-03-22 7:58
조치원소방서,조치원119안전센터,산불,2014-03-22 10:11,2014-03-22 10:35
조치원소방서,전의119안전센터,기타화재,2014-04-04 15:02,2014-04-04 15:06
조치원소방서,전의119안전센터,기타화재,2014-03-20 3:20,2014-03-20 4:43
조치원소방서,조치원119안전센터,기타화재,2014-03-20 7:02,2014-03-20 7:47
조치원소방서,조치원119안전센터,기타화재,2014-05-01 4:20,2014-05-01 6:17
세종소방본부,아름119안전센터,기타화재,2014-03-23 10:46,2014-03-23 12:13
세종소방본부,한솔119안전센터,기타화재,2014-03-23 11:27,2014-03-23 11:48
조치원소방서,조치원119안전센터,일반화재(주택),2014-06-13 19:27,2014-06-13 20:10
세종소방본부,아름119안전센터,기타화재,2014-06-27 15:42,2014-06-27 16:23
세종소방본부,한솔119안전센터,기타화재,2014-06-27 16:11,2014-06-27 16:18
세종소방본부,한솔119안전센터,기타화재,2014-06-27 16:00,2014-06-27 20:48
조치원소방서,전의119안전센터,기타화재,2014-06-27 17:58,2014-06-27 19:45
조치원소방서,부강119안전센터,기타화재,2014-05-18 4:53,2014-05-18 5:25
조치원소방서,부강119안전센터,산불,2014-05-29 18:31,2014-05-29 19:44
조치원소방서,전의119안전센터,일반화재(차량),2014-06-28 15:46,2014-06-28 16:49
조치원소방서,전의119안전센터,기타화재,2014-06-28 18:48,2014-06-28 19:19
조치원소방서,전의119안전센터,일반화재(주택),2014-06-29 11:48,2014-06-29 13:02
세종소방본부,아름119안전센터,산불,2014-05-18 13:46,2014-05-18 15:17
세종소방본부,한솔119안전센터,기타화재,2014-05-18 16:22,2014-05-18 17:20
조치원소방서,조치원119안전센터,기타화재,2014-05-18 20:53,2014-05-18 21:44
조치원소방서,부강119안전센터,산불,2014-05-30 14:59,2014-05-30 16:43
조치원소방서,조치원119안전센터,고층화재,2014-05-30 22:51,2014-05-31 1:13
조치원소방서,조치원119안전센터,일반화재(주택),2014-05-31 3:20,2014-05-31 4:16
세종소방본부,한솔119안전센터,고층화재,2014-05-31 5:57,2014-05-31 6:58
조치원소방서,전의119안전센터,기타화재,2014-06-29 18:05,2014-06-29 19:01
조치원소방서,조치원119안전센터,기타화재,2014-06-29 22:05,2014-06-29 22:45
조치원소방서,부강119안전센터,일반화재(주택),2014-06-30 13:07,2014-06-30 15:02
조치원소방서,부강119안전센터,산불,2014-05-19 17:44,2014-05-19 18:10
조치원소방서,전의119안전센터,산불,2014-05-31 17:28,2014-05-31 18:22
조치원소방서,부강119안전센터,기타화재,2014-06-16 13:02,2014-06-16 13:16
조치원소방서,전의119안전센터,기타화재,2014-06-16 16:50,2014-06-16 18:17
조치원소방서,조치원119안전센터,기타화재,2014-06-30 16:38,2014-06-30 17:03
조치원소방서,전의119안전센터,기타화재,2014-05-19 19:06,2014-05-19 19:17
조치원소방서,전의119안전센터,대형화재,2014-05-19 23:09,2014-05-20 1:11
세종소방본부,아름119안전센터,일반화재(주택),2014-05-20 13:33,2014-05-20 15:16
조치원소방서,조치원119안전센터,기타화재,2014-07-02 15:37,2014-07-02 17:28
조치원소방서,조치원119안전센터,일반화재(차량),2014-05-22 1:31,2014-05-22 2:39
조치원소방서,조치원119안전센터,일반화재(주택),2014-06-03 19:42,2014-06-03 20:30
조치원소방서,부강119안전센터,산불,2014-06-18 13:41,2014-06-18 16:02
조치원소방서,조치원119안전센터,기타화재,2014-06-18 15:37,2014-06-18 18:01
조치원소방서,조치원119안전센터,일반화재(주택),2014-06-18 15:54,2014-06-18 17:16
세종소방본부,한솔119안전센터,지하화재,2014-07-03 13:53,2014-07-03 15:50
조치원소방서,조치원119안전센터,기타화재,2014-05-22 13:15,2014-05-22 14:18
조치원소방서,부강119안전센터,기타화재,2014-06-04 17:16,2014-06-04 17:33
세종소방본부,아름119안전센터,기타화재,2014-06-19 9:40,2014-06-19 11:31
조치원소방서,조치원119안전센터,산불,2014-07-08 18:13,2014-07-08 18:45
조치원소방서,전의119안전센터,대형화재,2014-05-22 22:53,2014-05-23 0:59
조치원소방서,전의119안전센터,기타화재,2014-06-20 0:38,2014-06-20 2:36
조치원소방서,전의119안전센터,산불,2014-05-23 19:47,2014-05-23 20:15
조치원소방서,조치원119안전센터,기타화재,2014-05-23 23:20,2014-05-23 23:44
조치원소방서,조치원119안전센터,기타화재,2014-06-20 22:43,2014-06-21 0:36
조치원소방서,전의119안전센터,기타화재,2014-06-21 11:50,2014-06-21 11:55
조치원소방서,조치원119안전센터,기타화재,2014-07-07 18:58,2014-07-07 19:37
세종소방본부,아름119안전센터,기타화재,2014-05-24 13:46,2014-05-24 18:12
조치원소방서,조치원119안전센터,기타화재,2014-05-24 15:37,2014-05-24 18:12
조치원소방서,조치원119안전센터,일반화재(차량),2014-07-04 18:18,2014-07-04 20:25
조치원소방서,조치원119안전센터,일반화재(차량),2014-07-04 18:58,2014-07-04 20:00
조치원소방서,조치원119안전센터,기타화재,2014-06-08 17:18,2014-06-08 18:23
조치원소방서,조치원119안전센터,기타화재,2014-07-06 10:52,2014-07-06 11:42
세종소방본부,아름119안전센터,산불,2014-07-06 18:27,2014-07-06 19:38
조치원소방서,조치원119안전센터,기타화재,2014-05-25 23:53,2014-05-26 0:12
세종소방본부,아름119안전센터,기타화재,2014-06-09 0:14,2014-06-09 1:11
조치원소방서,부강119안전센터,산불,2014-06-09 8:25,2014-06-09 8:47
조치원소방서,조치원119안전센터,일반화재(주택),2014-06-24 22:21,2014-06-24 23:00
세종소방본부,한솔119안전센터,일반화재(차량),2014-06-25 14:00,2014-06-25 14:15
조치원소방서,부강119안전센터,기타화재,2014-05-14 16:23,2014-05-14 19:24
조치원소방서,부강119안전센터,산불,2014-05-14 16:27,2014-05-14 19:23
조치원소방서,조치원119안전센터,기타화재,2014-05-15 9:18,2014-05-15 10:35
세종소방본부,아름119안전센터,기타화재,2014-05-27 13:36,2014-05-27 14:04
세종소방본부,한솔119안전센터,기타화재,2014-05-27 16:07,2014-05-27 17:26
세종소방본부,아름119안전센터,일반화재(주택),2014-06-11 7:48,2014-06-11 8:11
조치원소방서,조치원119안전센터,일반화재(차량),2014-06-26 7:00,2014-06-26 8:10
세종소방본부,한솔119안전센터,기타화재,2014-06-26 11:41,2014-06-26 13:06
조치원소방서,조치원119안전센터,기타화재,2014-05-27 21:12,2014-05-27 21:40
조치원소방서,부강119안전센터,일반화재(차량),2014-05-27 20:46,2014-05-27 21:18
세종소방본부,아름119안전센터,기타화재,2014-06-26 20:29,2014-06-26 21:37
세종소방본부,한솔119안전센터,일반화재(주택),2014-06-27 13:31,2014-06-27 15:38
조치원소방서,부강119안전센터,기타화재,2014-06-27 14:24,2014-06-27 14:57
세종소방본부,아름119안전센터,기타화재,2014-05-28 16:17,2014-05-28 18:18
조치원소방서,전의119안전센터,일반화재(주택),2014-06-12 15:38,2014-06-12 16:55
조치원소방서,전의119안전센터,대형화재,2014-07-26 4:48,2014-07-26 5:30
조치원소방서,전의119안전센터,기타화재,2014-08-06 20:53,2014-08-07 0:32
세종소방본부,아름119안전센터,기타화재,2014-08-07 0:07,2014-08-07 2:41
조치원소방서,조치원119안전센터,기타화재,2014-08-07 0:56,2014-08-07 2:41
조치원소방서,조치원119안전센터,기타화재,2014-08-20 5:20,2014-08-20 5:49
세종소방본부,아름119안전센터,일반화재(주택),2014-07-15 18:12,2014-07-15 20:40
세종소방본부,아름119안전센터,기타화재,2014-08-20 14:02,2014-08-20 14:21
조치원소방서,전의119안전센터,산불,2014-07-28 21:03,2014-07-28 22:48
세종소방본부,아름119안전센터,기타화재,2014-08-09 6:28,2014-08-09 8:15
조치원소방서,조치원119안전센터,기타화재,2014-08-09 7:16,2014-08-09 8:07
세종소방본부,아름119안전센터,기타화재,2014-08-09 12:16,2014-08-09 13:17
조치원소방서,전의119안전센터,일반화재(주택),2014-08-11 0:58,2014-08-11 6:53
조치원소방서,조치원119안전센터,기타화재,2014-07-19 20:39,2014-07-19 22:56
조치원소방서,조치원119안전센터,고층화재,2014-07-19 22:54,2014-07-20 0:00
세종소방본부,한솔119안전센터,일반화재(차량),2014-08-12 16:13,2014-08-12 17:12
조치원소방서,조치원119안전센터,기타화재,2014-07-20 17:52,2014-07-20 20:26
조치원소방서,전의119안전센터,일반화재(주택),2014-07-20 18:34,2014-07-20 18:37
조치원소방서,조치원119안전센터,기타화재,2014-07-20 18:14,2014-07-20 23:07
조치원소방서,전의119안전센터,일반화재(차량),2014-07-20 19:20,2014-07-20 20:39
조치원소방서,조치원119안전센터,기타화재,2014-07-10 4:14,2014-07-10 4:48
세종소방본부,아름119안전센터,기타화재,2014-07-10 8:43,2014-07-10 9:22
조치원소방서,조치원119안전센터,고층화재,2014-07-10 18:39,2014-07-10 19:04
조치원소방서,전의119안전센터,대형화재,2014-07-10 19:10,2014-07-10 21:13
조치원소방서,조치원119안전센터,기타화재,2014-07-10 23:08,2014-07-11 1:34
조치원소방서,전의119안전센터,일반화재(주택),2014-08-14 17:53,2014-08-14 19:35
세종소방본부,아름119안전센터,일반화재(차량),2014-07-11 11:59,2014-07-11 14:00
조치원소방서,부강119안전센터,대형화재,2014-07-11 15:33,2014-07-11 17:47
세종소방본부,아름119안전센터,산불,2014-07-11 17:14,2014-07-11 17:47
조치원소방서,조치원119안전센터,산불,2014-07-12 16:00,2014-07-12 16:46
조치원소방서,조치원119안전센터,일반화재(주택),2014-07-23 18:18,2014-07-23 19:18
조치원소방서,전의119안전센터,기타화재,2014-08-04 18:27,2014-08-04 20:31
조치원소방서,부강119안전센터,기타화재,2014-07-12 19:49,2014-07-12 20:26
조치원소방서,전의119안전센터,일반화재(주택),2014-07-12 23:03,2014-07-12 23:27
조치원소방서,전의119안전센터,기타화재,2014-07-13 17:00,2014-07-13 17:41
세종소방본부,아름119안전센터,일반화재(차량),2014-08-05 18:01,2014-08-05 19:31
세종소방본부,아름119안전센터,일반화재(차량),2014-08-06 8:22,2014-08-06 9:03
세종소방본부,한솔119안전센터,일반화재(차량),2014-08-18 9:54,2014-08-18 11:59
조치원소방서,조치원119안전센터,기타화재,2014-09-12 18:44,2014-09-12 19:30
세종소방본부,한솔119안전센터,기타화재,2014-10-08 19:53,2014-10-08 21:56
세종소방본부,아름119안전센터,일반화재(차량),2014-08-30 15:26,2014-08-30 17:43
조치원소방서,부강119안전센터,산불,2014-09-13 12:23,2014-09-13 12:49
세종소방본부,아름119안전센터,기타화재,2014-10-09 17:35,2014-10-09 17:59
조치원소방서,전의119안전센터,기타화재,2014-08-30 21:02,2014-08-30 21:27
세종소방본부,한솔119안전센터,고층화재,2014-09-14 1:49,2014-09-14 2:56
조치원소방서,전의119안전센터,기타화재,2014-09-14 17:05,2014-09-14 18:11
조치원소방서,전의119안전센터,일반화재(주택),2014-09-26 15:45,2014-09-26 16:16
세종소방본부,아름119안전센터,기타화재,2014-10-10 20:21,2014-10-10 23:02
세종소방본부,한솔119안전센터,기타화재,2014-09-14 20:09,2014-09-14 21:06
조치원소방서,전의119안전센터,기타화재,2014-10-11 12:03,2014-10-11 13:20
조치원소방서,조치원119안전센터,대형화재,2014-09-02 9:30,2014-09-02 10:51
조치원소방서,부강119안전센터,일반화재(차량),2014-09-15 16:13,2014-09-15 17:08
조치원소방서,조치원119안전센터,기타화재,2014-09-16 3:36,2014-09-16 5:48
조치원소방서,부강119안전센터,산불,2014-10-12 17:49,2014-10-12 18:53
조치원소방서,부강119안전센터,기타화재,2014-10-12 18:21,2014-10-12 19:53
조치원소방서,전의119안전센터,대형화재,2014-09-02 13:11,2014-09-02 18:21
세종소방본부,아름119안전센터,일반화재(주택),2014-10-13 4:45,2014-10-13 6:05
조치원소방서,조치원119안전센터,기타화재,2014-10-13 5:20,2014-10-13 6:06
조치원소방서,조치원119안전센터,기타화재,2014-10-13 9:17,2014-10-13 9:42
조치원소방서,부강119안전센터,대형화재,2014-10-13 10:39,2014-10-13 11:04
조치원소방서,부강119안전센터,기타화재,2014-09-30 21:22,2014-09-30 22:02
조치원소방서,부강119안전센터,기타화재,2014-09-30 21:45,2014-10-01 1:51
조치원소방서,조치원119안전센터,기타화재,2014-10-01 0:47,2014-10-01 1:29
조치원소방서,부강119안전센터,기타화재,2014-10-01 9:02,2014-10-01 10:37
세종소방본부,한솔119안전센터,기타화재,2014-09-04 13:07,2014-09-04 17:44
조치원소방서,조치원119안전센터,기타화재,2014-09-17 20:31,2014-09-17 21:10
세종소방본부,한솔119안전센터,산불,2014-10-15 18:47,2014-10-15 19:38
조치원소방서,부강119안전센터,일반화재(차량),2014-09-18 10:03,2014-09-18 12:34
조치원소방서,전의119안전센터,기타화재,2014-10-02 14:24,2014-10-02 14:27
조치원소방서,전의119안전센터,지하화재,2014-10-14 22:08,2014-10-14 22:48
조치원소방서,부강119안전센터,기타화재,2014-10-15 12:46,2014-10-15 13:57
조치원소방서,조치원119안전센터,기타화재,2014-09-05 19:36,2014-09-05 20:13
세종소방본부,아름119안전센터,기타화재,2014-09-19 14:32,2014-09-19 15:32
조치원소방서,조치원119안전센터,기타화재,2014-10-02 20:51,2014-10-02 21:16
조치원소방서,부강119안전센터,기타화재,2014-10-04 7:51,2014-10-04 8:59
조치원소방서,전의119안전센터,일반화재(주택),2014-09-08 10:54,2014-09-08 12:12
조치원소방서,조치원119안전센터,기타화재,2014-09-22 0:01,2014-09-22 1:16
조치원소방서,조치원119안전센터,기타화재,2014-10-05 17:06,2014-10-05 17:37
조치원소방서,전의119안전센터,기타화재,2014-10-05 20:59,2014-10-06 0:51
조치원소방서,전의119안전센터,기타화재,2014-10-06 8:57,2014-10-06 11:19
세종소방본부,한솔119안전센터,기타화재,2014-09-09 1:13,2014-09-09 1:45
