"price","model","year","transmission","mileage","fuelType","tax","mpg","engineSize"
33000,"Edge",2019,"Automatic",10,"Diesel",145,37.2,2
15490,"EcoSport",2018,"Automatic",8817,"Petrol",145,45.6,1
16810,"Focus",2016,"Manual",20841,"Petrol",200,41.5,2
13499,"Focus",2018,"Manual",21898,"Diesel",145,74.3,1.5
8499,"Fiesta",2017,"Manual",18227,"Petrol",0,65.7,1
12460,"Fiesta",2018,"Semi-Auto",5759,"Petrol",145,54.3,1
15700,"Kuga",2017,"Manual",14594,"Diesel",125,60.1,2
9000,"EcoSport",2014,"Manual",10225,"Petrol",125,53.3,1
9700,"Fiesta",2018,"Manual",25460,"Petrol",145,58.9,1
13350,"Focus",2018,"Semi-Auto",8207,"Petrol",145,51.4,1
26000,"Focus",2019,"Manual",4486,"Petrol",145,34.5,2.3
11800,"Fiesta",2019,"Manual",16334,"Petrol",145,60.1,1
7991,"Fiesta",2017,"Manual",25316,"Petrol",145,54.3,1.2
8998,"Focus",2015,"Manual",37750,"Diesel",20,67.3,1.6
5450,"Fiesta",2009,"Manual",45000,"Diesel",20,67.3,1.6
8000,"Focus",2014,"Manual",47911,"Diesel",20,67.3,1.6
10795,"Fiesta",2016,"Automatic",3790,"Petrol",145,47.9,1.6
5570,"Fiesta",2013,"Manual",52290,"Diesel",0,76.4,1.5
16700,"Focus",2019,"Manual",11281,"Petrol",145,49.6,1
19500,"Galaxy",2016,"Automatic",24664,"Diesel",150,52.3,2
11500,"Fiesta",2018,"Manual",13340,"Petrol",145,56.5,1
15500,"Focus",2018,"Manual",10286,"Petrol",145,58.9,1
7985,"Galaxy",2012,"Manual",64237,"Petrol",235,39.2,1.6
13250,"Focus",2017,"Semi-Auto",3038,"Petrol",145,51.4,1
8295,"C-MAX",2017,"Manual",62988,"Diesel",20,68.9,1.5
12500,"Fiesta",2019,"Manual",15000,"Petrol",145,56.5,1
9189,"EcoSport",2016,"Manual",17643,"Petrol",125,52.3,1
4995,"Focus",2011,"Manual",69000,"Petrol",150,47.1,1.6
7950,"Fiesta",2014,"Manual",23583,"Petrol",0,65.7,1
3495,"Focus",2007,"Manual",44000,"Diesel",195,47.9,2
20990,"Focus",2018,"Manual",7122,"Petrol",145,41.5,2
9990,"Fiesta",2018,"Manual",26886,"Petrol",150,58.9,1
10000,"Fiesta",2018,"Manual",18522,"Petrol",145,64.2,1.1
10298,"Focus",2015,"Manual",12511,"Petrol",125,51.4,1.5
12691,"Focus",2018,"Manual",21364,"Petrol",150,60.1,1
16591,"Fiesta",2019,"Manual",2913,"Petrol",145,60.1,1
10000,"Fiesta",2016,"Manual",11964,"Petrol",0,65.7,1
7999,"Fiesta",2015,"Manual",21939,"Petrol",0,65.7,1
24500,"Grand Tourneo Connect",2017,"Manual",9000,"Diesel",145,64.2,1.5
10900,"Fiesta",2019,"Manual",7342,"Petrol",145,55.4,1.1
13999,"Fiesta",2019,"Manual",2818,"Petrol",145,58.9,1
15998,"Kuga",2017,"Manual",24896,"Diesel",125,60.1,2
18999,"S-MAX",2017,"Manual",24434,"Diesel",145,56.5,2
8742,"EcoSport",2017,"Manual",38275,"Petrol",125,52.3,1
14000,"Kuga",2017,"Manual",36363,"Diesel",30,64.2,1.5
12991,"EcoSport",2018,"Manual",17123,"Petrol",145,54.3,1
10995,"Focus",2017,"Manual",21263,"Petrol",20,60.1,1
13200,"Focus",2018,"Manual",10355,"Petrol",145,57.7,1
5750,"Fiesta",2014,"Manual",73000,"Petrol",30,54.3,1.2
12500,"Fiesta",2019,"Manual",11500,"Petrol",145,58.9,1
12698,"C-MAX",2018,"Manual",3074,"Petrol",145,55.4,1
11495,"Focus",2016,"Manual",29900,"Diesel",0,74.3,1.5
11000,"Fiesta",2018,"Manual",4975,"Petrol",145,55.4,1.1
15450,"Fiesta",2019,"Manual",5731,"Petrol",145,60.1,1
6991,"Fiesta",2015,"Manual",51349,"Petrol",0,65.7,1
11968,"Fiesta",2018,"Manual",20288,"Petrol",145,65.7,1
15985,"Kuga",2017,"Manual",16729,"Diesel",150,60.1,2
9999,"Focus",2015,"Manual",7010,"Diesel",20,67.3,1.6
12395,"Fiesta",2018,"Manual",6128,"Petrol",145,65.7,1
10000,"Fiesta",2017,"Manual",35651,"Petrol",150,65.7,1
10490,"Focus",2017,"Manual",37000,"Diesel",150,74.3,1.5
8698,"Kuga",2013,"Manual",62637,"Diesel",145,53.3,2
10999,"Fiesta",2016,"Manual",11264,"Petrol",20,62.8,1
9495,"Fiesta",2018,"Manual",15835,"Petrol",150,64.2,1.1
8000,"Fiesta",2014,"Manual",21155,"Petrol",0,65.7,1
7895,"Fiesta",2015,"Semi-Auto",36003,"Petrol",145,47.9,1.6
19500,"Focus",2019,"Manual",1059,"Petrol",145,49.6,1
17900,"Focus",2016,"Manual",20096,"Petrol",200,41.5,2
16998,"Focus",2017,"Manual",45854,"Petrol",150,41.5,2
5500,"Fiesta",2012,"Manual",64068,"Petrol",150,48.7,1.4
17400,"S-MAX",2017,"Manual",13406,"Diesel",145,56.5,2
14000,"Fiesta",2018,"Manual",3595,"Petrol",145,58.9,1
11500,"Focus",2017,"Automatic",34468,"Diesel",0,67.3,1.5
19750,"Edge",2017,"Semi-Auto",35000,"Diesel",150,47.9,2
17998,"Focus",2018,"Manual",21817,"Petrol",145,41.5,2
13497,"Focus",2018,"Manual",12928,"Petrol",145,57.7,1
12775,"Kuga",2017,"Manual",25913,"Diesel",30,64.2,1.5
16200,"Focus",2019,"Manual",6090,"Petrol",150,58.9,1
16640,"Focus",2019,"Manual",7864,"Petrol",145,60.1,1
16499,"Focus",2019,"Manual",4615,"Petrol",145,58.9,1
20490,"Kuga",2017,"Automatic",17000,"Diesel",145,54.3,2
6365,"Focus",2013,"Manual",59669,"Petrol",30,56.5,1
9700,"Kuga",2013,"Manual",46719,"Diesel",145,53.3,2
12999,"Focus",2015,"Manual",29534,"Petrol",205,41.5,2
5720,"Fiesta",2013,"Manual",31998,"Petrol",30,54.3,1.2
11500,"EcoSport",2017,"Automatic",11016,"Petrol",160,44.8,1.5
7990,"Fiesta",2014,"Manual",37000,"Petrol",145,47.9,1.6
7500,"Ka+",2017,"Manual",16994,"Petrol",145,57.7,1.2
8490,"Fiesta",2017,"Manual",30178,"Petrol",145,64.2,1.1
10800,"Focus",2017,"Manual",40000,"Diesel",0,74.3,1.5
7490,"Fiesta",2015,"Manual",24500,"Diesel",0,76.4,1.5
17520,"Focus",2019,"Manual",8,"Petrol",145,60.1,1
9995,"Fiesta",2017,"Manual",2146,"Petrol",125,54.3,1.2
14870,"Focus",2018,"Manual",14030,"Petrol",145,58.9,1
13998,"Fiesta",2019,"Manual",8156,"Petrol",145,58.9,1
11000,"EcoSport",2017,"Manual",10069,"Petrol",125,53.3,1
12399,"Kuga",2015,"Manual",24199,"Diesel",125,60.1,2
11500,"Fiesta",2018,"Manual",3327,"Petrol",145,65.7,1
5295,"B-MAX",2014,"Semi-Auto",71000,"Petrol",165,44.1,1.6
15999,"Kuga",2018,"Manual",16371,"Diesel",145,47.9,2
8250,"Fiesta",2017,"Manual",31956,"Petrol",0,65.7,1
10993,"Focus",2017,"Manual",17797,"Petrol",20,61.4,1
8790,"Fiesta",2015,"Manual",25665,"Petrol",0,65.7,1
15030,"Fiesta",2019,"Manual",401,"Petrol",145,58.9,1
1995,"C-MAX",2007,"Manual",1995,"Petrol",240,39.8,1.8
11617,"Fiesta",2017,"Semi-Auto",5009,"Petrol",145,54.3,1
14040,"Fiesta",2019,"Manual",4039,"Petrol",145,56.5,1
8499,"EcoSport",2015,"Manual",29691,"Petrol",125,53.3,1
15490,"Fiesta",2019,"Manual",8512,"Petrol",145,60.1,1
5995,"Focus",2013,"Manual",77886,"Diesel",20,67.3,1.6
10485,"EcoSport",2017,"Manual",20676,"Petrol",145,52.3,1
10000,"EcoSport",2017,"Manual",21954,"Petrol",150,53.3,1
8850,"Fiesta",2017,"Manual",13125,"Petrol",125,54.3,1.2
22998,"Mondeo",2019,"Automatic",7337,"Hybrid",140,47.1,2
5393,"Mondeo",2014,"Manual",132000,"Diesel",30,61.4,2
8700,"Fiesta",2017,"Manual",21218,"Petrol",150,54.3,1.2
15498,"Kuga",2017,"Manual",31073,"Diesel",125,60.1,2
18998,"Focus",2018,"Manual",23335,"Petrol",145,41.5,2
7990,"Fiesta",2016,"Automatic",35000,"Petrol",0,57.7,1
19995,"Tourneo Custom",2018,"Automatic",24568,"Diesel",145,31.7,2
13998,"Fiesta",2019,"Manual",7126,"Petrol",145,62.8,1
16989,"Kuga",2017,"Manual",24293,"Diesel",145,54.3,2
18000,"S-MAX",2017,"Manual",32493,"Diesel",145,56.5,2
17800,"Fiesta",2020,"Manual",10,"Petrol",145,58.9,1
13750,"S-MAX",2016,"Manual",35487,"Diesel",125,56.5,2
8998,"Ka+",2018,"Manual",7719,"Petrol",150,47.9,1.2
17499,"Kuga",2019,"Manual",11692,"Diesel",145,47.9,2
11000,"EcoSport",2017,"Manual",22164,"Petrol",125,53.3,1
14140,"Focus",2018,"Manual",22358,"Petrol",145,58.9,1
17995,"Fiesta",2019,"Manual",4409,"Petrol",145,60.1,1
19000,"Kuga",2019,"Manual",13673,"Petrol",150,35.3,1.5
7491,"Fiesta",2017,"Manual",36952,"Petrol",150,54.3,1.2
13497,"Focus",2018,"Manual",17804,"Petrol",145,57.7,1
10691,"Fiesta",2018,"Manual",33733,"Petrol",145,62.8,1
8391,"Ka+",2018,"Manual",9328,"Petrol",145,57.7,1.2
12890,"Focus",2017,"Manual",14509,"Petrol",145,60.1,1
9500,"Focus",2017,"Manual",21861,"Diesel",0,74.3,1.5
9897,"Focus",2016,"Manual",35199,"Petrol",20,60.1,1
12199,"Focus",2017,"Manual",17954,"Diesel",150,74.3,1.5
8100,"KA",2016,"Manual",6205,"Petrol",30,57.7,1.2
17500,"Kuga",2017,"Semi-Auto",18221,"Diesel",150,54.3,2
14598,"Fiesta",2019,"Manual",10555,"Petrol",145,55.4,1
3990,"C-MAX",2013,"Manual",111810,"Diesel",30,62.8,1.6
12000,"Focus",2017,"Manual",31070,"Diesel",150,74.3,1.5
25995,"Tourneo Custom",2019,"Automatic",5000,"Diesel",150,32.8,2
11495,"Fiesta",2018,"Manual",12700,"Petrol",150,56.5,1
8599,"Ka+",2018,"Manual",8755,"Petrol",145,57.7,1.2
15800,"EcoSport",2019,"Manual",8537,"Petrol",150,51.4,1
13000,"Fiesta",2018,"Manual",11887,"Petrol",145,58.9,1
10850,"Fiesta",2017,"Manual",23634,"Petrol",150,65.7,1
17490,"Focus",2019,"Manual",944,"Petrol",145,60.1,1
15999,"Kuga",2017,"Manual",19660,"Diesel",145,60.1,2
11290,"Kuga",2016,"Manual",36088,"Petrol",160,45.6,1.5
12449,"EcoSport",2018,"Manual",17342,"Petrol",150,54.3,1
18990,"Kuga",2019,"Manual",14782,"Petrol",145,35.3,1.5
10000,"Focus",2017,"Manual",49904,"Diesel",145,74.3,1.5
9280,"Focus",2016,"Manual",30150,"Diesel",0,74.3,1.5
17991,"Kuga",2019,"Manual",3961,"Diesel",150,45.6,1.5
5699,"Fiesta",2013,"Manual",37168,"Petrol",30,54.3,1.2
18100,"Fiesta",2019,"Manual",3050,"Petrol",145,55.4,1
2650,"Fiesta",2008,"Manual",73206,"Petrol",150,47.1,1.2
24450,"Kuga",2019,"Semi-Auto",9952,"Diesel",145,38.7,2
3991,"KA",2013,"Manual",30626,"Petrol",30,57.7,1.2
5500,"B-MAX",2013,"Manual",54250,"Petrol",150,47.1,1.4
4895,"Mondeo",2011,"Manual",75905,"Petrol",260,35.8,2
18800,"Kuga",2019,"Manual",7559,"Diesel",145,36.7,2
14698,"Fiesta",2019,"Manual",8438,"Petrol",145,58.9,1
10298,"Fiesta",2019,"Manual",23309,"Petrol",145,55.4,1.1
9495,"Fiesta",2016,"Manual",18103,"Petrol",20,62.8,1
5489,"B-MAX",2013,"Manual",41144,"Diesel",20,68.9,1.5
17000,"Kuga",2017,"Manual",20612,"Diesel",145,54.3,2
13700,"EcoSport",2018,"Manual",14940,"Petrol",145,54.3,1
10995,"Focus",2018,"Manual",28526,"Diesel",145,74.3,1.5
11500,"Fiesta",2018,"Manual",9487,"Petrol",150,65.7,1
20000,"Kuga",2018,"Manual",15822,"Diesel",145,54.3,2
15500,"Kuga",2016,"Automatic",28860,"Diesel",145,52.3,2
17495,"Kuga",2019,"Manual",14173,"Diesel",145,38.2,2
8759,"Mondeo",2016,"Manual",75374,"Diesel",20,68.9,2
13295,"Focus",2018,"Manual",7359,"Petrol",145,57.7,1
34000,"Edge",2019,"Semi-Auto",10,"Diesel",145,37.2,2
7900,"Fiesta",2016,"Manual",29326,"Petrol",0,65.7,1
7000,"Fiesta",2015,"Manual",49142,"Petrol",125,54.3,1.2
10600,"Fiesta",2018,"Manual",32868,"Petrol",145,65.7,1
14399,"Mondeo",2018,"Automatic",26793,"Diesel",145,45.6,2
9899,"Fiesta",2017,"Manual",30526,"Petrol",0,65.7,1
8500,"Fiesta",2016,"Manual",30801,"Petrol",0,65.7,1
17290,"Focus",2019,"Manual",4989,"Petrol",145,60.1,1
6399,"Focus",2015,"Manual",84000,"Diesel",0,74.3,1.5
13498,"S-MAX",2017,"Manual",60200,"Diesel",150,56.5,2
14998,"Fiesta",2019,"Semi-Auto",16506,"Petrol",150,48.7,1
15999,"Focus",2018,"Manual",16582,"Petrol",145,41.5,2
11500,"Focus",2017,"Automatic",20733,"Petrol",150,51.4,1
14899,"Focus",2019,"Manual",2832,"Petrol",145,58.9,1
26500,"Kuga",2019,"Semi-Auto",4153,"Diesel",145,42.2,2
11995,"Mondeo",2016,"Manual",35437,"Diesel",20,68.9,2
25520,"Focus",2019,"Manual",6499,"Petrol",145,34.5,2.3
11475,"Fiesta",2017,"Manual",20160,"Petrol",145,65.7,1
10795,"Fiesta",2018,"Manual",13597,"Petrol",145,55.4,1.1
9500,"Mondeo",2015,"Manual",45506,"Diesel",20,68.9,2
8495,"Focus",2015,"Manual",40746,"Diesel",0,74.3,1.5
14950,"S-MAX",2015,"Manual",24421,"Petrol",160,43.5,1.5
17000,"Fiesta",2019,"Manual",4811,"Petrol",150,40.3,1.5
8489,"Fiesta",2017,"Automatic",68127,"Petrol",0,57.7,1
19500,"Edge",2017,"Manual",22457,"Diesel",145,48.7,2
6793,"Mondeo",2015,"Manual",130000,"Diesel",30,65.7,2
9995,"Focus",2017,"Manual",14716,"Petrol",145,61.4,1
4495,"Focus",2013,"Manual",99400,"Petrol",30,56.5,1
8499,"Fiesta",2016,"Manual",20000,"Petrol",0,65.7,1
11990,"Fiesta",2017,"Manual",24725,"Petrol",145,47.9,1.6
17498,"Kuga",2017,"Manual",22439,"Diesel",145,54.3,2
13790,"Fiesta",2018,"Automatic",9822,"Petrol",145,54.3,1
9500,"Fiesta",2016,"Manual",49250,"Petrol",0,65.7,1
8900,"Fiesta",2016,"Manual",35500,"Petrol",20,62.8,1
5800,"Fiesta",2014,"Manual",39371,"Petrol",30,54.3,1.2
6991,"Fiesta",2016,"Manual",52398,"Diesel",0,78.5,1.5
13299,"Fiesta",2019,"Manual",5139,"Petrol",145,56.5,1
9150,"Fiesta",2017,"Manual",32023,"Petrol",145,65.7,1
11995,"Focus",2017,"Semi-Auto",21553,"Petrol",145,51.4,1
16490,"S-MAX",2017,"Manual",31315,"Petrol",150,43.5,1.5
8189,"Fiesta",2016,"Manual",22887,"Petrol",125,54.3,1.2
5998,"Focus",2014,"Manual",61889,"Petrol",20,60.1,1
6599,"Fiesta",2014,"Manual",38217,"Petrol",30,54.3,1.2
11799,"Fiesta",2017,"Manual",26570,"Petrol",145,47.9,1.6
3995,"Mondeo",2011,"Manual",62000,"Diesel",145,53.3,2
5990,"Mondeo",2013,"Manual",40000,"Petrol",200,42.2,1.6
4989,"KA",2015,"Manual",40443,"Petrol",30,57.7,1.2
9699,"Ka+",2018,"Manual",12698,"Petrol",145,43.5,1.2
11698,"Fiesta",2017,"Manual",10500,"Petrol",0,65.7,1
20000,"Galaxy",2017,"Manual",25183,"Diesel",125,56.5,2
8400,"Fiesta",2017,"Manual",14710,"Petrol",125,54.3,1.2
14000,"Fiesta",2019,"Manual",9427,"Petrol",145,55.4,1
2995,"S-MAX",2007,"Manual",129000,"Diesel",200,45.6,1.8
9791,"EcoSport",2017,"Manual",12627,"Petrol",125,53.3,1
8600,"Fiesta",2015,"Manual",16682,"Petrol",0,65.7,1
9995,"Focus",2017,"Manual",32187,"Petrol",145,61.4,1
9280,"Fiesta",2017,"Manual",28000,"Petrol",145,62.8,1
11591,"C-MAX",2017,"Manual",17350,"Diesel",20,68.9,1.5
1295,"Mondeo",2005,"Manual",103000,"Diesel",185,48.7,2
9299,"C-MAX",2016,"Manual",32232,"Petrol",160,44.1,1.6
18498,"Focus",2019,"Automatic",6096,"Diesel",145,64.2,2
10990,"Fiesta",2017,"Semi-Auto",17983,"Petrol",150,54.3,1
11495,"C-MAX",2017,"Manual",39254,"Diesel",150,68.9,1.5
18000,"Focus",2018,"Automatic",14557,"Diesel",145,74.3,1.5
9991,"Focus",2015,"Manual",28351,"Diesel",0,74.3,1.5
7298,"Fiesta",2016,"Manual",20809,"Petrol",125,54.3,1.2
19495,"Fiesta",2020,"Manual",27,"Petrol",145,49.6,1
9990,"Fiesta",2017,"Manual",24000,"Petrol",145,65.7,1
11589,"Focus",2018,"Manual",17997,"Petrol",145,60.1,1
5999,"Fiesta",2015,"Manual",30540,"Petrol",125,54.3,1.2
15495,"Kuga",2017,"Manual",14565,"Diesel",150,64.2,1.5
9380,"Focus",2016,"Manual",26550,"Petrol",20,60.1,1
9498,"Focus",2017,"Manual",35850,"Petrol",20,61.4,1
7485,"Fiesta",2015,"Manual",11092,"Petrol",125,54.3,1.2
16995,"Kuga",2017,"Manual",19172,"Diesel",145,60.1,2
18498,"Focus",2019,"Manual",5532,"Petrol",145,48.7,1
9940,"Grand C-MAX",2016,"Manual",29592,"Diesel",30,64.2,1.5
12950,"Grand C-MAX",2017,"Manual",14369,"Diesel",150,64.2,1.5
8998,"Fiesta",2016,"Manual",6146,"Petrol",125,54.3,1.2
13000,"Focus",2015,"Manual",46007,"Diesel",20,67.3,2
10900,"B-MAX",2018,"Manual",17660,"Petrol",145,57.7,1
8999,"Fiesta",2017,"Manual",23870,"Petrol",145,64.2,1.1
14400,"Focus",2019,"Manual",20893,"Petrol",150,60.1,1
10698,"B-MAX",2017,"Semi-Auto",6425,"Petrol",165,44.1,1.6
9395,"Fiesta",2017,"Manual",15055,"Petrol",145,65.7,1
7899,"Fiesta",2016,"Manual",25465,"Petrol",125,54.3,1.2
4998,"Fiesta",2013,"Manual",74512,"Diesel",0,76.4,1.5
19279,"Galaxy",2016,"Manual",24696,"Petrol",160,43.5,1.5
11599,"Mondeo",2015,"Manual",24229,"Petrol",145,48.7,1.5
10498,"Focus",2017,"Manual",39539,"Petrol",20,60.1,1
13490,"Focus",2018,"Manual",17299,"Diesel",145,74.3,1.5
10290,"Fiesta",2017,"Manual",10609,"Petrol",0,65.7,1
17498,"Focus",2019,"Manual",11184,"Petrol",145,60.1,1
15000,"Fiesta",2020,"Manual",25,"Petrol",145,56.5,1
20000,"Mondeo",2019,"Manual",24,"Diesel",145,65.7,2
13499,"Kuga",2015,"Manual",36278,"Diesel",150,54.3,2
20991,"Puma",2020,"Manual",891,"Petrol",150,50.4,1
4689,"KA",2014,"Manual",51534,"Petrol",30,57.7,1.2
10699,"Fiesta",2017,"Manual",41197,"Petrol",150,47.9,1.6
13790,"Focus",2018,"Manual",9311,"Petrol",145,51.4,1.5
14995,"Fiesta",2019,"Manual",15,"Petrol",145,58.9,1
13500,"Kuga",2017,"Manual",13624,"Diesel",150,64.2,1.5
16450,"Focus",2019,"Manual",6108,"Petrol",145,49.6,1
12000,"Kuga",2017,"Manual",19690,"Petrol",150,45.6,1.5
8279,"Fiesta",2014,"Manual",34600,"Petrol",0,65.7,1
7996,"Focus",2015,"Manual",44000,"Petrol",20,60.1,1
9250,"B-MAX",2017,"Manual",26341,"Petrol",150,56.5,1
12399,"Fiesta",2018,"Manual",11028,"Petrol",145,56.5,1
8900,"EcoSport",2017,"Manual",25782,"Petrol",125,52.3,1
13490,"Focus",2018,"Manual",11060,"Petrol",145,58.9,1
6998,"Fiesta",2016,"Manual",34804,"Petrol",125,54.3,1.2
4998,"Fiesta",2013,"Manual",48489,"Petrol",0,65.7,1
8830,"Fiesta",2017,"Manual",40505,"Diesel",0,78.5,1.5
11640,"Fiesta",2019,"Manual",13246,"Petrol",145,58.9,1
8500,"Fiesta",2017,"Manual",12224,"Petrol",145,54.3,1.2
16971,"Kuga",2019,"Manual",3653,"Petrol",150,34.4,1.5
9500,"C-MAX",2016,"Manual",11138,"Petrol",165,44.1,1.6
14410,"Fiesta",2019,"Manual",3650,"Petrol",145,58.9,1
9995,"Focus",2017,"Manual",52132,"Diesel",150,74.3,1.5
13500,"Focus",2018,"Manual",8134,"Petrol",145,57.7,1
11139,"Fiesta",2018,"Manual",16742,"Petrol",145,65.7,1
9998,"Kuga",2013,"Manual",38629,"Petrol",200,42.8,1.6
12204,"Focus",2018,"Manual",22688,"Petrol",145,57.7,1
8500,"Ka+",2018,"Manual",5819,"Petrol",145,57.7,1.2
5000,"Focus",2012,"Manual",57000,"Diesel",20,67.3,1.6
13970,"Fiesta",2019,"Manual",14000,"Petrol",145,56.5,1
13798,"C-MAX",2019,"Manual",6505,"Petrol",150,48.7,1
11498,"C-MAX",2017,"Manual",21056,"Diesel",150,68.9,1.5
10200,"Focus",2017,"Manual",31586,"Diesel",145,74.3,1.5
11000,"Fiesta",2018,"Manual",28208,"Petrol",145,56.5,1
7700,"C-MAX",2014,"Manual",30538,"Petrol",160,42.8,1.6
6990,"Fiesta",2013,"Manual",41493,"Petrol",0,65.7,1
6899,"B-MAX",2013,"Manual",31910,"Diesel",20,70.6,1.6
16383,"Kuga",2019,"Manual",14639,"Petrol",150,34.4,1.5
17990,"Focus",2019,"Manual",10318,"Petrol",145,60.1,1
19498,"Focus",2019,"Automatic",4551,"Diesel",145,64.2,2
16998,"Focus",2019,"Manual",10476,"Petrol",145,60.1,1
11561,"Fiesta",2018,"Manual",18803,"Petrol",145,56.5,1
15650,"Focus",2019,"Manual",2068,"Petrol",145,58.9,1
8591,"Fiesta",2017,"Manual",17082,"Petrol",150,64.2,1.1
10490,"Mondeo",2015,"Automatic",54000,"Diesel",125,58.9,2
15995,"Fiesta",2019,"Manual",1044,"Petrol",145,60.1,1
6190,"Focus",2013,"Manual",47207,"Diesel",20,67.3,1.6
16498,"S-MAX",2017,"Manual",25595,"Petrol",150,43.5,1.5
7900,"Fiesta",2014,"Manual",14175,"Petrol",0,65.7,1
11999,"Ka+",2019,"Manual",11,"Petrol",145,43.5,1.2
6140,"Fiesta",2013,"Manual",35110,"Petrol",30,54.3,1.2
11000,"Fiesta",2018,"Manual",13924,"Petrol",145,65.7,1
6391,"Mondeo",2015,"Manual",110000,"Diesel",20,67.3,2
9940,"Focus",2017,"Manual",25887,"Diesel",0,74.3,1.5
10495,"Grand C-MAX",2017,"Manual",33007,"Diesel",30,64.2,1.5
15997,"EcoSport",2018,"Semi-Auto",4385,"Petrol",145,48.7,1
11450,"Fiesta",2018,"Manual",12968,"Petrol",145,56.5,1
16890,"Focus",2019,"Manual",9938,"Diesel",145,61.4,1.5
18995,"EcoSport",2019,"Automatic",1400,"Petrol",150,44.1,1
14295,"EcoSport",2018,"Manual",17310,"Petrol",145,54.3,1
4199,"KA",2014,"Manual",57533,"Petrol",30,57.7,1.2
9400,"EcoSport",2017,"Manual",11653,"Petrol",160,44.8,1.5
18000,"Focus",2019,"Automatic",6957,"Diesel",145,64.2,2
12990,"Focus",2018,"Manual",11785,"Petrol",145,60.1,1
13495,"Fiesta",2019,"Manual",700,"Petrol",145,58.9,1
14298,"Kuga",2017,"Manual",6345,"Diesel",145,54.3,2
12499,"C-MAX",2017,"Manual",10323,"Petrol",145,55.4,1
9299,"EcoSport",2017,"Manual",22186,"Petrol",145,44.8,1.5
10495,"C-MAX",2016,"Manual",10495,"Diesel",20,68.9,1.5
11499,"C-MAX",2017,"Manual",19394,"Petrol",30,55.4,1
10400,"Fiesta",2016,"Manual",26403,"Petrol",0,65.7,1
11900,"Fiesta",2018,"Manual",8000,"Petrol",145,65.7,1
11750,"Focus",2018,"Manual",25465,"Diesel",145,74.3,1.5
8750,"C-MAX",2017,"Manual",41655,"Diesel",20,68.9,1.5
15800,"Focus",2017,"Manual",38571,"Diesel",150,67.3,2
21290,"Kuga",2019,"Manual",4502,"Diesel",145,39.2,2
10495,"Fiesta",2018,"Manual",31658,"Petrol",145,65.7,1
14590,"Focus",2019,"Manual",3273,"Petrol",145,60.1,1
6717,"Fiesta",2017,"Manual",24641,"Petrol",125,54.3,1.2
19900,"Kuga",2018,"Manual",4205,"Petrol",145,39.2,1.5
10250,"Fiesta",2018,"Manual",9001,"Petrol",145,65.7,1
12998,"EcoSport",2018,"Manual",3956,"Petrol",145,53.3,1
9995,"Focus",2017,"Manual",51000,"Diesel",150,74.3,1.5
10491,"Fiesta",2017,"Manual",19980,"Petrol",0,65.7,1
11817,"Focus",2017,"Semi-Auto",12582,"Petrol",125,51.4,1
12500,"Focus",2014,"Manual",45599,"Petrol",235,39.2,2
15498,"Focus",2018,"Manual",35090,"Diesel",145,67.3,2
12120,"Focus",2017,"Manual",16853,"Petrol",145,57.7,1
16999,"Focus",2019,"Manual",3774,"Diesel",145,80.7,1.5
11600,"Fiesta",2016,"Manual",11548,"Petrol",20,62.8,1
7000,"Fiesta",2013,"Manual",45024,"Petrol",0,65.7,1
15500,"Kuga",2017,"Manual",21394,"Diesel",145,60.1,2
17900,"Focus",2019,"Automatic",2065,"Petrol",145,51.4,1
5989,"Focus",2013,"Manual",58778,"Diesel",20,67.3,1.6
11989,"Focus",2018,"Manual",29086,"Diesel",145,74.3,1.5
11498,"Focus",2018,"Manual",27277,"Diesel",145,74.3,1.5
11000,"Focus",2017,"Manual",31479,"Diesel",145,74.3,1.5
10298,"Fiesta",2018,"Manual",17672,"Petrol",145,65.7,1
10498,"Focus",2016,"Manual",26076,"Diesel",0,74.3,1.5
11995,"Focus",2015,"Manual",43393,"Diesel",20,67.3,2
7250,"Fiesta",2016,"Manual",28500,"Petrol",0,65.7,1
19990,"Kuga",2017,"Automatic",13128,"Diesel",145,54.3,2
31995,"Edge",2019,"Automatic",8772,"Diesel",145,37.2,2
11999,"Fiesta",2019,"Manual",12700,"Petrol",145,65.7,1
11000,"Fiesta",2018,"Manual",24222,"Petrol",145,56.5,1
10699,"Ka+",2018,"Manual",2618,"Petrol",145,43.5,1.2
18999,"Focus",2018,"Manual",21791,"Diesel",145,67.3,2
10995,"Fiesta",2018,"Manual",21475,"Petrol",145,56.5,1
15904,"EcoSport",2019,"Manual",5000,"Petrol",145,52.3,0
4998,"Fiesta",2013,"Manual",79300,"Petrol",0,65.7,1
9399,"Fiesta",2017,"Manual",18401,"Petrol",145,65.7,1
17500,"Focus",2018,"Manual",4290,"Petrol",145,60.1,1
11197,"Fiesta",2018,"Manual",6939,"Petrol",145,65.7,1
19400,"Mondeo",2019,"Manual",5753,"Diesel",145,65.7,2
14450,"S-MAX",2015,"Semi-Auto",45003,"Diesel",125,56.5,2
14999,"Kuga",2017,"Manual",9588,"Diesel",145,60.1,2
9499,"Focus",2016,"Manual",29299,"Diesel",0,74.3,1.5
8998,"Focus",2015,"Manual",49105,"Diesel",0,74.3,1.5
11799,"C-MAX",2017,"Manual",15376,"Diesel",20,68.9,1.5
6990,"Fiesta",2013,"Manual",39213,"Petrol",0,65.7,1
16999,"Kuga",2018,"Manual",17243,"Diesel",145,54.3,1.5
